,id,name,cb_description
771,8173,Calyo,develop range new ultrasound capability potential disruptive diverse range market smart wearable intelligent robot mobility location autonomous vehicle stealth application military security sector
772,9018,Cambrian-Biopharma,building medicine modernize healthcare therapeutic lengthen healthspan period life spend good health disco advance multiple scientific breakthrough target biological driver age approach develop intervention treat specific disease deploy preventative medicine improve quality life overall quality life age
773,7479,Cambridge-Epigenetix,aim change way medicine practice reduce routine important diagnostic screening detection test colorectal cancer common tumour simple blood draw pioneer field clinical epigenetic companys technology prove link epigenetic dna modification hydroxymethylcytosine disease research reveal wide range diagnostic prognostic application important biomarker quest improve human health spin found develop commercialise science world lead researcher professor sir co inventor sequencing professor identify essential role tet enzyme development disease privately hold company headquarter uk support high profile investor gv google venture sequoia syncona new science venture ahren innovation capital dna capital
774,4906,Cambridge-Innovation-Capital,back world lead life science technology company affiliation lead capital innovation prefer investor unparalleled access investment opportunity ecosystem inception raise invest disruptive deep tech business sector include limited artificial intelligence internet thing quantum technology autonomous system therapeutic medtech diagnostic digital health genomic proteomic
775,3558,Cambridge-Mobile-Telematics,cambridge mobile telematic make road driver safe world found professor experience entrepreneur pioneer telematic behavior base insurance deploy solution provide traditional vehicle centric customer country
776,7998,Cambrooke-Therapeutics,dedicated exclusively provide innovative clinical nutrition product product administer medical supervision intend patient require specialized dietary therapy commit change way people require clinical nutrition experience diet
777,775,CameraMatics,cut edge software platform enable company manage fleet driver risk improve safety reduce collision operate safe compliant fleet
778,2880,Camfridge,novel metal alloy magnetic field create new generation low carbon cool product dramatically reduce energy consumption use pollute gas select private clean technology company
779,3906,Camino,bar restaurant serve authentic food wine
780,1685,CampaignDeus,marketing industry lead independent provider influencer campaign analysis benchmarke reporting
781,10431,Campden-Wealth,campden wealth provide unrivalled knowledge intelligence community world wealthy family family office ultra high net worth investor connect directly private peer peer environment provide unique access innovative educational networking resource worldwide business own family substantial wealth family office trust campden wealth deliver world class peer peer network event proprietary groundbreaking research cut edge magazine website vital resource future success campden wealth enhance global private wealth arena acquisition lead membership private investor
782,6138,Campus-SIMs,campus sim mobile service international student study
783,4454,Camtech,point care diagnostic research development manufacture company laboratory compliant develop food safety test include type covid rapid test kit covid rapid test kit obtain ce certification pende foreign regulatory approval export test kit country worldwide currently development novel base rapid diagnostic point care clinical testing methodology increase accuracy test result increase efficiency reduce human cost
784,5884,Camwood,camwood base application packaging company deep understand end end application landscape understand help customer manage application portfolio reduce cost improve end user experience core offering help customer migrate application change provide sequence deployment go management service matrix exit camwood investment
785,6573,Canbex-Therapeutics,dedicated treat spasticity multiple sclerosis ms disorder spasticity debilitate painful symptom consist involuntary spasm stiffness limb torso goal lead programme improve live people incurable disorder set new standard treatment spasticity
786,3971,Canburg,canburg luxury design base manufacturing business owner world iconic bespoke furniture brand
787,10492,Cancer-Partners-UK,cancer partner provide high level patient focus care network conveniently locate purpose build cancer centre centre individually design meet need local area falls centre type vary service offer centre aspire core principle provide high quality standard patient service moment patient refer prompt access diagnostic procedure test treatment include advanced radiotherapy chemotherapy horm therapy roof
788,3307,Candee,pr digital video marketing company provide marketing service
789,7325,Candivore,game development startup give user collaborative open gaming environment found headquarter
790,3060,Cannopeia,develop proprietary technology ensure safe effective use cannabis device enable medical non medical cannabis user manage cannabis consumption device effectively control dosage mix formulation demand addition device integrate sensor instrument design gather data effect efficacy physician prescribed counter cannabis treatment serve personal digital cannabis coach medical wellness user found
791,4966,CANOPUS-Networks,canopus network found professor leader software define network company base technology research develop mission embed heart global network transform network user experience define way network operate canopus patented technology encryption proof scalable able analyse network flow unprecedented speed
792,7254,Cap-Collectif,create ready use participative application provide access different functionality service like methodological support training communication result analysis available
793,7125,Capella-BioScience,capella bioscience engage discovery development monoclonal antibody focus employment proprietary technology discover develop commercialize medicine base therapeutic oncology autoimmune disease independently collaboration biotechnology academic partner
794,3008,Capital-on-Tap,provide small business credit card spend management platform help small business owner manage card employee access funding business earn cashback travel gift card reward dollar business spend company spend focus need small business owner recognize fast grow business small business customer spend business credit card date make business funding spend simple save business owner time minute application process majority applicant receive instant credit decision business owner enjoy access cash purchase high credit limit employee card need business run smoothly efficiently free
795,9500,CapitalRise,capitalrise set clear mission disrupt old way invest property everyday investor easy direct access real estate investment fine quality generate excellent return eliminate middleman capitalrise enable earn high return typically year
796,363,Capitolis,technology provider address capital market constraint equitie foreign exchange connect capital collaborative solution client world company connect market participant transform efficiency frontier business partner client address challenge creatively build new opportunity utilize capital found headquarter
797,8669,Captify,captify fast grow digital medium business company specialize brand medium planning agency use captifys search retargete pin point target user online base recent search innovative product give advertiser ability harness accuracy search combine high impact scalable nature display advertising captify currently large holder provide depth granularity campaign optimization report
798,919,Captini,transform network automate marketing service keep customer engage come time time help restaurant hospitality business real customer insight grow business guesswork marketing automate perfectly time communication customer matter business use vip feature service game send real time notification staff important customer walk door s s enable service let turbo charge review collection lifting finger come join revolution start get customer
799,2406,Captive-Media,captive medium company manufacture manage interactive entertainment digital signage system installation washroom system design patent networked digital video screen fit men urinal display blend engage visual content advertising unit interactive detecting proximity user switch interactive game man operate direct stream bowl screen infra red sensor detect direction stream relaying onboard computer leave right joystick inputs point user need touch screen early game include slalom skiing trivia quiz colour picture sprint race chief application system lie dwell time man average engage interactive experience early marketing application include campaign promote responsible use alcohol promotion brand product unit retrofit exist washroom facility require power internet connection reinforce industrial grade completely waterproof vandal proof system currently instal bar club hotel sport facility airport shopping mall corporate office
800,4421,Captura,mission globally scalable carbon capture support sustainable future climate
801,8811,Cara-Therapeutics,emerge biotechnology company focus develop novel therapeutic treat human disease associate pain inflammation possesse near term clinical development opportunity combine proprietary approach develop class novel therapeutic advance patented compound currently undergo clinical testing acute pain pruritis good class compound possess unique analgesic anti inflammatory activity appropriate multiple therapeutic application addition aim develop future pipeline class molecule novel analgesic anti inflammatory target proprietary drug screening technology
802,9844,Carbon-Clean-Solutions,innovation company specialize carbon dioxide recovery technology industrial purpose apb breakthrough technology significantly reduce operate cost environmental impact make technology cost effective provide proprietary technology power plant industrial utility remove carbon dioxide flue gas patented carbon capture technology develop involve capture carbon dioxide proprietary regenerable advanced solvent combine improve energy integration capture process low cost energy efficient apb capture technology embed new power plant retrofit exist one operate multiple research team facility globe commercialize innovative energy efficient capture global customer
803,6269,Carbon-Equity,carbon equity believe great cause lifetime fighting climate change fight climate change require action possible level government regulation taxation change consumer corporate behavior paradigm shift cultural shift massive investment technology
804,8130,Carbonfuture,carbonfuture end end platform scale durable carbon removal credit
805,8943,Carbon-Maps,climate management platform food industry helps efficiently analyze environmental effect good agricultural input
806,4742,Carbon-Re,climate technology company develop artificial intelligence decarbonize energy intensive industry intend use ai technology reduce carbon emission gigatonne year emphasis energy intensive industry like cement steel glass account global emission learn delta platform industrial decarbonization enable rapid development deployment new low carbon industrial process design material
807,48,CarDash,use technology auto care transparent convenient offer complete consumer fleet service automotive industry include schedule maintenance oil change tire headquarter
808,10572,Cardian,form commercialise novel implantable device improve monitor treatment cardiac failure patient provide completely automate continuous wireless monitor blood pressure pulmonary artery follow investment innovation hold interest comprise combination founder equity derive investment
809,7500,CardioFocus,biotechnology company focus advancement ablation treatment cardiac disorder company specialize provide electrophysiologist innovative effective tool bring new level precision control treatment atrial fibrillation focus develop manufacturing investigate disposable fiber optic catheter visualization cardiac anatomy treatment cardiac arrhythmias found headquarter
810,3134,Cardiokine,cardiokine specialty pharmaceutical company engage development pharmaceutical prevention treatment cardiovascular disease product include lixivaptan orally active vasopressin receptor antagonist patient congestive heart failure suffer hyponatremia company found headquarter
811,8133,Cardiomatics,offer cut edge cloud base digital analysis datum medical grade system base accurate algorithm ensure high quality trust outcome digital health technology developer cooperate physician manufacturer provider device globally
812,4281,Carebase,commit improve environment carer patient provide high quality product assistive technology back class service support
813,7428,Care-Hires,care hire develop platform help care home staffing requirement nursing home residential care home health social care sector employ work population job adult social care sector develop platform control provider reduce agency cost year estimate care home temporary staff cover vacant shift
814,3816,Care-Sourcer,care sourcer web base tool enable individual family member care seeker investigate source care meet specific need achieve outcome secure accessible website provide information choice connect care seeker local area
815,9204,Cargofy,cargofy mobile assistant kind siri truck driver help trucker access high pay load app receive discount fuel maintenance truck part
816,1288,CargoMate-Technologies,world platform dedicate monitor container ship port enable container ship sail early port sail slow port saving shipping company reduce fuel consumption company equip ship mobile device app ship crew monitor cargo operation intuitive app make log analyse cargo operation fast accurate current method
817,323,cargo.one,digital platform freight forwarder search compare book air freight capacity airlines airline benefit fully digital datum drive distribution channel attract new business low cost high operational efficiency attract lead airline forwarder include airbridgecargo etihad ana expeditors dsv distribute buy air cargo online back index venture creandum point capital lufthansa cargo find
818,1089,Car-Quids,match driver advertiser help brand connect people day driver pay earn money drive advertiser unique form advertising create buzz spark conversation town city uk driver start complete driver sign form tell car lifestyle driving habit match advertiser
819,9403,Carrick-Therapeutics,developer cancer therapeutic intend transform way cancer treat company therapeutic target molecular pathway drive aggressive resistant form cancer innovative mechanism enable cancer patient predictive biomarker detect treatment start early stage
820,6106,Carrier-IQ,mobile service intelligence solution provider mobile network operator equipment vendor
821,3564,Carro,automotive marketplace offer stack service aspect car ownership challenge traditional way buy sell car proprietary pricing algorithm provide range service offer car owner need car ownership journeys house financing solution warranty option s demand roadside recovery platform company found headquarter
822,3588,CARS24,offer tech enable marketplace buying sell pre own car aim revolutionize way car sell create efficient reliable way car owner sell car reasonable price utilize ai enable pricing algorithm display accurate market price appraisal price vehicle platform book appointment vehicle inspection service provide company help customer sell vehicle secure efficient manner back unbound company found haryana
823,9466,CarterX,technology base logistic service airport simplify strong logistic arm experience logistic transportation good corporate sector enter traveler market option travel light smart
824,2222,Carverter,company enable customer find lease perfect hybrid electric vehicle ev help people switch greener car soon reduce emission independent advice comparison hybrid electric car simple switch
825,4082,Carwow,smart way choose buy new car company help connect car buyer car dealer process efficient cost effective possible enable consumer interact official dealer transaction process company dealer partner sell car showroom reduce cost inefficiency improve stock turnover found headquarter
826,9931,Casabu,base business run sale stylish clothing toy nursery equipment maternity gear treat mum easy way find brand love great price discover new child brand
827,10198,Casalova,offer personalize streamlined approach find rental home match home love algorithmically suggest neighbourhood happiest base interest personality demographic tell want home little care rest solution unique different close gap fragment rental market seamless user experience algorithm base approach include neighbourhood matching list search message viewing application credit report rent payment
828,5705,Casavo,digital residential platform redesigning experience sell buy home leverage proprietary technology step transaction process want sell buy home make simple fast convenient provide good solution need offer integrate home relate service provide turn key experience inclusive approach real estate operator broker contractor bank etc found giorgio tinacci currently operate city rapidly expand market
829,8222,Cascade-Technologies,offer number product allow monitor greenhouse general industrial emission hazardous gas explosive drug
830,1311,CaseHub,crowdsource big legal battle consumer afford company work opt basis take payout winning settlement find legal battle harm consumer find victim organize finance case found base
831,10133,Cashfac,lead bank corporate cash management software provider s white label solution enable bank provide corporate business banking client lead edge cash management solution help bank build long last relationship client lock deposit drive transaction volume generate fee corporate utilise s technology bank channel benefit state art cash management solution tightly integrate secure bank channel trust use day serve organisation world industry sector size large fast grow mid sized corporate public sector body
832,955,Cashtag,mobile payment network enable smartphone send receive money matter pay people number stop exchange iban swift code forth pay charge directly friend phone email top withdraw money wallet account use connect directly bank account future iii use bank grade security system datum encryption protect prevent unauthorized transaction access personal financial information iv send money completely free
833,7211,Caspar-Health,enable people regain independence illness accident make digital rehabilitation broadly accessible independent time location set new standard digital rehabilitation digital rehabilitation platform healthcare professional enable effective result orient rehabilitation independent time location recognize provider tele rehabilitation aftercare drv
834,4039,Cass-Art,commit encouraging realise creative talent believe strongly art bring freedom creative expression support promote emerge talent number prize numerous art initiative capital strategic partnership alongside
835,9445,Castellet-Hospitality,group inexpensive hotel firmly commit growth
836,220,Castle,enable online business size detect prevent user account fraud technology previously available bank large financial institution build bitcoin service e commerce store mobile app customer face application api let add account hijack protection track fraudsters base device fingerprint keystroke site browse history signal suspicious occur administrator account owner alert immediately appropriate action
837,181,Castle,manage rental home landlord automation demand labor find tenant collect rent coordinate maintenance allow owner kick relax worry rental property owner deal mess spend rental income traditional property management company require constant supervision incentivize act owner good interest rental unit currently manage combination fax mail unreturned voicemail landlord personal phone move property management seamless online experience provide owner transparency speed incredible customer serviceplus huge cost saving traditional management great service instant update important issue
838,9871,Castore,create bring new level performance men sportswear world premium sportswear brand specifically man target discerning athlete value attention detail precision performance feature underpin garment brand dna lie unrelenting focus technical innovation create advanced product individual simply settle well
839,8050,Catalyst-Aerospace-Technologies,company provide hardware software platform enable autonomy fly vehicle include fix wing rotary wing tilt rotor aircraft include sense computing actuate perception instrumentation highly flexible software solution provide cost effective implementation
840,2107,Catapillr,parent run technology company offer work parent employer voluntary employee benefit use c child great question school age childcare expensive c scheme help childcare affordable easy manage exactly c scheme essentially online account mobile app marketplace employer support employee provide interest free loan pay online account specifically childcare cost use c yes whilst scheme develop voluntary employee benefit use scheme employer not offer c benefit long loan interest free loan repay maximum s money need mean build balance pay unexpected childcare cost use loan scheme equivalent register childcare provider company organisation provide childcare activity school holiday club sport activity club tutor give parent significant flexibility easy use loan sum land account able choose book pay childcare service digital portal endeavour emphasis simplicity payment portal solution find information c visit alternatively email number vat number
841,4770,Catawiki,lead online marketplace buy sell special object object offer auction review selected s house expert specialise classic car collectable headquartered employee world
842,7762,Caterpillar-Health,digital reward app health promotion education behavioural change
843,892,Cauldron,aim create worldbuilde art form foundational want people truly feel escape world advance
844,10341,Caura,caura payment platform car manage parking toll congestion charge mot vehicle tax insurance fca register product insurer allow driver purchase manage motor insurance seamlessly manage mot vehicle servicing
845,5311,causaLens,causalen pioneer giant leap machine intelligence build powered product trust lead organization wide range industry code platform empower type user superior decision intuitive user interface create world human trust machine great challenge economy society healthcare
846,164,Causaly,develop biomedical research discovery tool design find unlock key hidden evidence biomedicine amplifie human cognitive ability expand boundary discovery make good decision biomedicine
847,4506,Cavalry-PRA,cavalry demand breakdown cover roadside assistance help local technician believe keep business local give fair deal
848,10738,Cavion,cavion clinical stage pharmaceutical company commit provide patient therapie cancer neurologic disease development drug selectively inhibit t type calcium channel build discovery cavion founder ion channel target treatment solid tumor cancer company invent therapie engage treatment solid tumor innovative idea treat pathologically proliferate non electrically excitable cell target ion channel show success preclinical study test phase safety dose find clinical trial brain cancer technology intend magnify effect combine chemotherapy radiation target therapy solid tumor cancer neurology program use superior chemistry clinical expertise deliver novel class drug provide patient treatment neurologic disease establish target neurology particularly neuropathic pain cavion working bring non addictive non opioid t type calcium channel antagonist patient neuropathic pain give play role numerous pathologic condition cavion simultaneously develop therapy additional neurologic affliction essential tremor parkinson disease epilepsy syndrome
849,7372,Cavis-microcaps,cavis microcap experience field alginate base encapsulation immobilisation main focus service encapsulation additive food industry pet food sector product food technology cosmetic technical application
850,2998,Cazana,big datum predictive analytic analyse automotive transaction daily assess value risk associate vehicle road system manufacturer finance company dealership insurer globally company use datum provide vehicle modern automotive consumer want access vehicle
851,7220,CBK-Sci-Con,consultancy devote provision high end scientific technical management advice business e science domain form ucls lead computational scientist professor industrialist career complex engineer system dr cognitive neuroscientist work computational life medical science bring combined experience industry academe form develop apply e science expertise complex business problem
852,3809,Celaton,think instream good worker make life easy improve productivity reduce cost ensure compliance unique ability learn improve way handle customer correspondence supplier invoice employee hr document insurance claim deliver service instream automate inbound information stream receive day minimise need human intervention deliver guarantee perfect input line business system
853,5139,Celeno,fabless semiconductor company develop component subsystem high performance carrier class system network breakthrough technology enable new vision home wireless network deliver high definition entertaiment multimedia content home component provide boost throughput coverage necessary deliver multiple hdtv sdtv voip datum triple play service home network core competency base spatial radio switch combine adaptive channel code dynamic time space scheduling multimedia optimization technology target application require high level system performance capacity reach consistent carrier class multimedia tight security protection
854,3422,Celes-Care,cele care indias online health clinic woman offer doctor consultation service online consultation service highly affordable deliver expert woman doctor compassionate care health connect doctor
855,9621,Celeste-Musical,celeste new musical west end adventure bring art technology
856,9077,CellGlide,innovative traffic shaping technology allow mobile operator increase return investment provide profitable service reduce require capital expenditure
857,125,CellZome,pharmaceutical company discover develop commercialize kinase target drug treatment inflammatory disease develop pipeline kinase inhibitor target inflammatory mediator oral therapeutic rheumatoid arthritis multiple sclerosis inflammatory bowel disease psoriasis asthma found base wurttemberg
858,5141,Celonis,believe company unlock execution capacity market leading process mining core execution management system provide set instrument application studio platform capability business executive user ems offering help company manage facet execution management analytic strategy planning management action automation customer include dell gsk john deere siemens uber vodafone whirlpool headquartered office worldwide
859,6510,Celoxica,base united kingdom deliver latency market datum access order execution solution advanced trading community company solution include range market datum feed handler main equity option future exchange fx client include trading firm co locate strategic application high frequency trading environment market make liquidity provision algorithmic trade smart order route company offer single access point broker client handle inbound fix credit check outbound native protocol execution venue found
860,4062,Cennox,specialist international service business provide range sector specific service project capability design help bank client increase transaction level reduce cost cennox team sector specialist extensive experience operating estate service provider signage branding service part logistic work world lead bank offer complete end end solution business globe
861,4011,Cennox-Inc,global atm service fit solution business provide wealth sector specific service project capability design help bank client increase transaction level reduce cost office representation customer lead brand
862,8483,CensorNet,help organisation manage rise cloud application increasingly mobile world solution let control protect internet activity use cloud application device protect user office road protection embrace cloud application safely implement initiative control shadow
863,6843,Centauri-Therapeutics,therapeutic base biotechnology company focus discovery development novel molecule target life threaten disease technology base programmable immunity chemically synthesise molecule redirect naturally occur antibody select pathogen fight infection molecule distinct part end bind cell surface target pathogen aptamer end present specific epitope attach circulate antibody demonstrate s potential redirect pre exist antibodies bacteria specific manner trigger immediate antibacterial immune response clear infection therapeutic strategy redirect naturally occur antibody target disease therapeutic unique chemistry platform provide flexible scaffold enable synthesis specific s bifunctional molecule present selective cell bind moiety epitope recruit pre exist antibody result cell killing therapeutic believe technology widely applicable treatment life threaten infectious disease company interest access s technology interest current project warmly encourage contact discuss partnering opportunity order drive success important area immuno oncology therapeutic establish joint venture avvinity therapeutic discovery avvinity combine s technology gene edit oncology expertise addition therapeutic immuno oncology joint venture maintain strong nerk collaborator area aptamer selection drug discovery chemistry immunology
864,10747,Centrica,centrica multinational energy service company develop innovative solution offer product brand support engineer technician company aim deliver high level customer service engagement loyalty deliver long term shareholder value return growth company focus distribute energy power connect home energy supply energy marketing trading exploration production service supply energy service customer account mainly found headquartered maidenhead united kingdom
865,8160,Centrifuge,centrifuge open decentralized operating system connect global financial supply chain allow participant transact global network maintain ownership datum include validate company detail reputation business relationship subsequent transaction company team build multiple company enjoy work group create software transact day help world class investor advisor partner team start centrifuge building real software solve real business problem
866,520,"Centrify-(now-Delinea,-Inc.)",centrify merge thycotic combine company rebrande centrify redefine security legacy static perimeter base approach protect scatter connection boundaryless hybrid enterprise industry recognize leader provide single platform secure user access app infrastructure power identity service age access centrify enable customer include defend organization learn visit
867,7182,Cera,cera digital home healthcare company deliver care nursing telehealth repeat prescription mission empower people live long well live comfort home save need hospital cera grow fold make fast grow business team carer nurse deliver home care visit patient day behalf local government equivalent hospital care home cera license technology business nationwide cera co found entrepreneur physician policy expert advisory board chair sir ceo care quality commission tech network recognize industry award include time fast track home care award outstanding home care provider name finalist ernst young entrepreneur
868,1140,Cerbos,software company make user permission authorization simple implement manage provide plug play collaborative authorization permission
869,2025,Cercula,develop carbon metric building project construction provide fast simple workflow allow user generate life carbon metric instantly cost plan bill quantity
870,3647,Cerebral,mental health telemedicine company democratize access high quality mental health care make high quality mental health care accessible affordable help people feel well fast care expert follow late good science evidence base guideline sure patient well care possible journey wellness
871,4746,Ceres-Power,found technology engineering innovation principle innovation heart work company develop commercially viable fuel cell building research founder technology professor professor develop building block enable lithium battery commodity people world day building block base outset professor steeles vision create real world energy solution vision continually drive innovation steel cell reality
872,7447,Cerevance,cerevance developer novel therapeutic intend advance new medicine neurological disease company therapeutic apply technology call netsseq reveal transcriptional epigenetic difference specific cell type mature human brain enable healthcare provider detect tackle early onset neurological disease
873,7532,Cerillion,found cerillion aim cer lead provider billing charge customer management system deliver solution broad range industry include telecommunication finance utility sector global customer base customer installation country customer include proximus
874,9832,Cerimon-Pharmaceuticals,biopharmaceutical company develop commercialize therapeutic autoimmune disease inflammation pain develop simulect monoclonal antibody treatment moderate severe steroid refractory ulcerative colitis diclofenac sodium non steroidal anti inflammatory drug treat pain include pain musculoskeletal injury low pain topical diclofenac sodium patch product found headquarter
875,4946,Cerogenix,drug discovery diagnostic
876,222,Certess,certess electronic design automation company provide functional qualification product company create integrate complex design block intellectual property advance functional verification team currently use combination technique gain visibility question verification quality constantly fall short ability truly qualify design verification engineer dedicated tool methodology verification quality improvement functional logic error remain large cause chip respin provide design verification engineer objective way evaluate improve completeness verification environment result short predictable process integrate design ensure high quality design company incorporate base march certess acquire llc
877,3533,CertiK,certik pioneer blockchain security leverage good class ai technology protect monitor blockchain protocol smart contract professor certiks mission secure world certik apply cut edge innovation academia enterprise enable mission critical application scale safety correctness
878,4197,CertiVox,solution deliver simple powerful information security thing internet mainframe protect business individual privacy cloud rest found provide technology service base simple belief deserve right secure information exchange simply easily lead edge encryption key management identity management solution currently use world lead corporation individual globe protect privacy company passion create share unique cut edge cryptographic innovation enterprise cloud compute thing internet company global market technology place arm business individual easy use certificateless security solution device platform business want safeguard company intellectual property isv saas provider need embed cryptography key management application individual want preserve privacy personal datum give power secure information thing internet s lead edge solution include arithmetic c library cryptographic sdk demand encryption enable cloud service provider independent software vendor isvs communication provider smart device semiconductor manufacturer secure voice datum communication solution ease give individual business partners customer easy use tool quickly encrypt email file document complex infrastructure user burden compliance mandatory encryption privacy statue easy line revolutionary certificateless cryptography identity key management solution take hassle internet security make easy securely exchange information form time
879,10443,Certora,develop unique technology supplement program expert manual auditor automatically detect security vulnerability code deploy operation process execute automatically provide mathematical proof correctness daily basis carefully define property software technology completely guarantee absence security vulnerability
880,5315,Cervest,ai power platform product power climate scientist hand decision maker businesse government insurance company financial market help quantify manage adapt climate change asset level vision democratize access open access platform drive share responsibility protect world critical asset back mission align investor include current future climate event flood drought extreme temperature impact asset manage depend
881,6450,CGHero,mission help customer outsource cut edge computer graphic cg professional world crucial component customer workforce allow scale meet project demand
882,4420,CHAIN-Biotechnology,microbiome therapeutic company novel drug development platform target chronic gut relate disease develop therapeutic compound target gut microbiome large intestine deliver technology
883,10369,Chainspace,help people build high performance blockchain application popular language technology commodity cloud platform
884,3156,Chai-Point,omni channel beverage brand bring perfectly brew cup chai fresh natural ingredient anchor beverage offer increasingly coffee strong portfolio present city offer variety hot iced chai shake bite size chai snack perfectly accompany morning chai ritual
885,9442,Chalayan,design develop fashion apparel
886,8085,Chaldal,chaldal online platform grocery delivery base company focus give customer experience shop big box store huge selection chaldal found intention offer customer opportunity purchase large amount grocery typically possibly limited stock shop back start up chaldal currently stock product warehouse deliver good use cloud base inventory system allow user item available real time
887,4465,Chameleon-BioSurfaces,provider sophisticated surface design technology medical device company work closely customer design produce unique solution specific device challenge opportunity
888,4869,Chamelic,found base chemistry technology company spin research carry professor university faculty engineering establish sale anti fog surface treatment glazing market follow successful product test independent research facility conduct field trial prospective solar energy customer seek stay clean surface treatment
889,10043,CHAMPtitles,application secure patented saas technology digitize process vehicle title state government insurance carrier financial institution vehicle seller consumer found focused create efficiency benefit vehicle title ecosystem member develop solution build share platform serve different industry vertical common chassis allow company adapt technology insurance carrier automotive retailer state government result low cost increase security easy transfer ownership benefit member vehicle title ecosystem
890,9088,ChangeCoin,micropayment infrastructure internet specialize field micropayment bitcoin social commerce digital currency payment found headquarter
891,2616,ChangeEngine,elevate people leader deliver employee moment matter challenge people leader face employee experience design process reside distribute team disparate hr system case spreadsheet powerpoint people program launch s initial buzz sweep rug burn need create execute good class people program treat employee like internal customer extremely manual time consumingthey include move part goal brand content communication timeline reward roi hybrid workplace s effective way manage change thatour goal elevate role people leader help sustain people program utilization time empower showcase impact people org leadership team board help executive buy unlock budget internally experiment run innovative people program
892,10810,Changing-Health,build robust base scientific evidence programme empower people tool knowledge last lifestyle change ve combine health coaching root behavioural psychology engage digital education deliver outcome stand rigorous evaluation approach enable healthcare organisation world deliver game change support scale make scarce time resource
893,5916,Channel-Safety-Systems,offer emergency lighting solution fire detection system disability assistance product company offer waste electrical electronic equipment directive battery disposal service breakdown plan maintenance commission service found base
894,6104,ChannelSight,headquartered channelsight lead technology create swift seamless path purchase help consumer buy product interested easily efficiently channelsight depth metric help plan ahead online ecommerce strategy monetize digital channel consumer lead user experience product combine use stand product include solution understand customer journey drive sale retailer site know sell
895,2009,Chanua,organisation solve big challenge term mean blossom flourish support develop initiative empower people improve health mental health wellbee create service product foster healthy connection create solution mix human centre approach technology psychology good design believe good relationship form basis healthy people live
896,4853,ChapDrive,venture technology company locate norway offer gearless technology wind turbine base patented high efficiency hydraulic drivetrain high voltage synchronous generator s solution mechanical gearbox frequency converter transformer permanent magnet benefit low weight few critical component improve reliability lead reduce capital expenditure operating expense reduce cost energy instal optimize operate wind turbine hydraulic transmission verify business potential concept strong management team staff competent dedicated employee enter stage commercialization ready invite partner finalize development commercial product offer wind industry unique solution exist challenge headquarter workshop norway test site close subsidiary representation
897,4560,Chapel-Down,chapel produce world class range sparkle wine award win range curious beer cider sparkle wine create fruit source partner vineyard england proud supply icon enjoy drink great institution support serve numerous official function government food drink producer identify coolbrand humble
898,4703,Charco-Neurotech,medical technology company develop non invasive wearable device
899,8557,Chargebee,offer subscription recur billing system subscription base ecommerce business build focus deliver good experience provide seamless flexible recur billing experience customer manage customer subscription subscription business expand worldwide recur revenue business need option flexibility manage varied billing use case available trust billing partner subscription ecommerce membership service size globally s highly skilled team deliver professional support help small business quickly implement good practice compliance requirement feature help differentiate ability use custom fields custom domain support mobile compatible check page apart highly stable rest api extend flexibility company found base
900,9815,ChargedUp,phone charge network bike sharing solution employ app allow user locate nearby station unlock sharable power bank return station network pay time network allow rent power bank tap card phone build reader app launch headquarter
901,8080,Charity-Bank,charity bank establish regulated deposit take bank unique mission provide loan meet financial need small charity community organisation social enterprise serve lender achieve support community investor depositor borrower share view worthwhile support organisation undertake capital project achieve beneficial social impact borrow purpose financially sustainable basis
902,5587,Charlotte-Tilbury-Beauty,tilbury beauty provide makeup skin care beauty collection include film star
903,166,Chartbeat,chartbeat content intelligence platform publisher empower company build loyal audience real time historical editorial analytic desktop social mobile platform company help digital publishing organization understand content keep people engage show visitor load time refer site basis service provide alert website crash slow crawl company found base
904,6951,Chase-Interaction,develop straightforward platform gather organize analyze customer feedback company platform experience management serve customer transform customer feedback useful insight enhance experience industry standard survey easily customizable extend
