id,name,cb_description,industry1,score1,industry2,score2,industry3,score3
7463,Alchemab-Therapeutics,alchemab therapeutic develop natural protective antibody design people free hard treat disease company building transformative engine identify drug target develop pipeline antibody therapeutic hard treat cancer neurodegenerative condition infectious disease alchemab therapeutic establish uri laserson jane osbourn london england,BioTech,0.429,Life Sciences,0.423,Psychedelics,0.291
7128,Alderaan-Biotechnology,alderaan biotechnology biotechnology company develop antibody target new original target immuno oncology express nk cell particular,BioTech,0.489,Life Sciences,0.354,Longevity,0.315
9110,Alena,alena use neuroscience base game assess user behaviour identify think pattern drive key mental health disorder deeply understand alena suggest optimal intervention dynamically adapt user change need alena found london bring lead figure world computational neuroscience psychiatry user centric innovation learn alena website,Psychedelics,0.408,Happiness & Wellbeing,0.314,Health Tech,0.295
7263,Aleph-Alpha,aleph alpha mission transform human machine interaction research develop deploy large language model run fast european commercial ai cluster generative ai solution enable enterprise governmental organization build truly intelligent product,Future of Work,0.463,RegTech,0.401,LegalTech,0.385
10652,Alerzo,alerzo e commerce retail company provide technology service platform transform informal retail store operate offer demand inventory distribution financial service small informal store provide real time market trend customer feedback consumer purchasing datum brand manufacturer company found base ibadan nigeria,E-commerce,0.477,Retail,0.46,Physical Storage,0.403
4961,Alesi-Surgical,alesi surgical found develop commercialise product improve safety efficacy outcome surgical procedure company spin welsh institute minimal access therapy wimat lead surgical training centre uk alesi surgical unique level access experience surgeon surgical trainer trainee allow identify issue procedure design device address issue,MedTech,0.372,Healthcare,0.359,Food & Beverage,0.284
8182,Alessandro-Isola,alessandro isola high end architectural product design studio alessandro isola studio strive deliver project awareness space acknowledge gesture inherent patience understand situation importantly listen heart subject studio believe design visible aspect life limit represent challenge,Design,0.508,Creator Economy,0.304,Productivity,0.3
5826,Alexza-Pharmaceuticals,alexza pharmaceutical emerge specialty pharmaceutical company focus development commercialization novel proprietary product treatment acute intermittent condition found headquartered mountain view california,Life Sciences,0.396,Psychedelics,0.3,Healthcare,0.277
293,Algolia,algolia search service platform enable company size deliver fast relevant digital experience drive real result algolia consumer able easily find discover want web mobile voice algolia allow developer business team build optimize delightful search discovery experience increase online engagement conversion rate revenue,E-commerce,0.418,Platforms,0.371,Search,0.37
2117,Alice-SI,alice help charity raise fund base impact donor know money pay successful social programme donation hold smart contract secure blockchain donor maximum transparency impact money make goal restore public trust charity donation raise fund social mission,Social Impact,0.509,Economic Empowerment,0.413,DeFi,0.411
4920,Alimetry,alimetry health technology startup base auckland new zealand develop breakthrough solution diagnose disorder gastrointestinal gi function,Gut Microbiome,0.341,Health Tech,0.271,Life Sciences,0.264
7566,All-4-Games,games use connection channel tv uk promote market indie mobile game give developer unique access mainstream audience assistance lifecycle game development launch,Gaming,0.571,Esports,0.469,Metaverse,0.421
10484,Allmyhomes,allmyhome bring efficiency transparency complete marketing process new build real estate integrate marketing sale activity software platform allmyhome give developer information control project order datum drive agile success,PropTech,0.362,Platforms,0.357,MarTech,0.351
7378,Allocations,allocation technology company build private equity venture capital economy open enable financial inclusion person business allocation raise excess m investor august include irish angel vitalize vc allocations angels lfg venture browder capital tvc jamie rogozinski joey krug bruce menin russell galbut date allocation power private fund total approximately m volume,Economic Empowerment,0.447,Professional Services,0.409,FinTech,0.393
2925,Alloxentric,alloxentric communication platform integrate voice text design automate multi channel contact strategy cooperate dynamic ethical integrative collaborative manner purpose increase engagement experience customer,Communications,0.442,Social Networks,0.42,MarTech,0.331
8699,All-Shades-Covered,young vibrant company passionate supply select quality hair beauty product truly believe woman deserve positive transparent shopping experience asc bear desire provide want access quality hair beauty product base victoria london team young professional share desire change community dream big want consumer journey provide shopping experience deserve guarantee great product speedy delivery end phone question come beauty got cover,Beauty,0.617,Fashion,0.399,E-commerce,0.368
10807,Allylix,allylix early stage biotechnology company develop terpene product derivative flavor fragrance food ingredient pharmaceutical agricultural biofuel market product comprise nootkatone grapefruit flavor fruit juice citrus flavored soda company develop sesquiterpene aroma chemical segment flavor fragrance market production platform pharmaceutical nutraceutical agricultural market allylix found base san diego california research development laboratory lexington kentucky,Beauty,0.392,Food & Beverage,0.39,Life Sciences,0.311
5793,Alnylam-Pharmaceuticals,alnylam translation rna interference rnai new class innovative medicine potential transform live people afflict rare genetic cardio metabolic hepatic infectious central nervous system disease base nobel prize win science rnai therapeutic represent powerful clinically validate approach treatment wide range severe debilitate disease,Life Sciences,0.371,BioTech,0.366,Genomics,0.345
1375,Alpha-i,alpha predictive maintenance platform aerospace wind energy use machine learning provide actionable insight reduce downtime found alpha world class research development team back tier venture capital,RegTech,0.405,Industrial IoT,0.382,Future of Work,0.346
3384,Alpima,combine decade global market expertise late advance data science technology help professional institutional investor harness digitization finance deliver secure scalable high performance environment cloud premise offer truly personalise service scale engage digital experience client service offer brand configure fit business,Platforms,0.51,E-commerce,0.449,Sharing Economy,0.429
10423,Altacor,altacor develop bring market specialist ophthalmic product design need ophthalmologist patient altacor bring skill drug development depth market knowledge understand european regulatory environment create portfolio high quality differentiate prescription medicine set new standard sector altacor pipeline include product dry eye glaucoma glaucoma surgery ocular surgery,Beauty,0.277,Sales & CRM,0.255,OceanTech,0.252
1964,Altered-State-Machine,altered state machine aim platform protocol developer build create compete ai base agent bot upgrade train ai buy sell nft bring evolution nft,Future of Work,0.416,Automation,0.402,RegTech,0.4
6822,Altermune-Technologies,altermune technology llc newly form company focus development novel therapeutic combat resistant pathogen mrsa difficile pseudomona pandemic influenza company lead team house scientist wide network partnership include collaborative research arrangement number university usa europe corporate relationship company oligonucleotide synthesis aptamer selection,BioTech,0.503,Life Sciences,0.457,Genomics,0.387
3260,Alternative-Bio,alternative bio biotechnology company focus develop novel therapeutic target previously untapped class post translational modifying enzyme,BioTech,0.516,Life Sciences,0.479,Genomics,0.356
6720,Altitun,altitun ab provide tunable laser product line design help system vendor carrier reduce cost today drive optical network tomorrow altitun provider world complete tunable laser product line,Network Infrastructure,0.239,Deep Tech,0.217,Sales & CRM,0.216
9024,Alto-Neuroscience,alto neuroscience clinical stage biopharmaceutical company integrate biology patient drug development improve live people mental health condition ai enable biomarker platform alto neuroscience combine rich source information patient brain activity behavior rapidly develop highly effective medicine target population alto neuroscience aim replace today trial error clinical approach align right alto drug right patient redefine psychiatry time world need,Psychedelics,0.458,Life Sciences,0.395,Health Tech,0.346
9830,Altus-Pharmaceuticals,altus information technology consulting firm global impact trust strategic partner world class healthcare provider global manufacturing company financial institution lead business,Professional Services,0.358,Retail,0.332,Sales & CRM,0.329
7239,Amalyst,amalyst limited develop catalyst fuel cell electrolyser application offer electrode catalyst employ proton exchange membrane fuel cell water electrolyser provide core energy conversion function,Electrification,0.385,Infrastructure Tech,0.305,Energy Storage,0.276
7601,Amantys,amantys ltd establish bring power electronic technology develop cambridge university market company develop power electronic product high level programmability enable new exciting possibility field power electronic design,Electrification,0.421,Automotive,0.357,Energy Efficiency,0.33
7452,Amathus-Therapeutics,amathus therapeutic biotechnology firm work compound treat stress parkinson disease molecular process include oxidative stress response proteasomal degradation unfold protein response autophagy mitophagy,Life Sciences,0.376,Longevity,0.336,BioTech,0.309
8306,Am-Beo,beo global provider real time rating settlement solution communication generation service industry beo flagship product rate provide rating revenue settlement voice data content usage base service beo provide roam inter carrier roam agreement settlement,E-commerce,0.373,MarTech,0.373,Mobile,0.37
8599,Ambient-Industries,ambient industry smartphone software startup ambient industry venture fund found jane sale tristan brotherton roger nolan jane roger previously founder symbian software,Platforms,0.376,Future of Work,0.311,Creator Economy,0.303
1248,Ambify,ambify environmental health tech company develop hardware software solution monitor reduce environmental pollutant ambify focus create custom hardware software solution real time microenvironmental risk monitoring ambify found headquartered london england,AgTech,0.356,Carbon Capture,0.354,Connected Life,0.343
8794,AmbioPharm,ambiopharm manufacture company manufacture active pharmaceutical ingredient generic peptide undertake development production research grade complex peptide generic pharmaceutical active pharmaceutical ingredient pre clinical vitro medicinal toxicology program responsive business model rapid manufacturing process enable pharmaceutical biotech company peptide project preclinical clinical commercial quickly low cost,Life Sciences,0.476,BioTech,0.461,Food & Beverage,0.364
3843,Ambisense,ambisense drive innovation environmental space technology platform optimize delivery environmental risk assessment world large infrastructure project industrial waste vertical ambilytic encompass iot ml solution combine information remotely deploy field device contextual data source weather satellite geophysical operational datum build machine learning model model identify relationship pattern driver hide datum allow customer forecast predict behaviour target environmental pollutant,Industrial IoT,0.471,AgTech,0.446,Automation,0.435
10486,Ambrx,ambrx clinical stage biopharmaceutical company expand genetic code technology platform discover develop engineer precision biologic include generation antibody drug conjugate adcs bispecific target immuno oncology therapy novel cytokine modulate immune system long act therapeutic peptide metabolic cardiovascular disease ambrx advance robust portfolio clinical preclinical program design optimize efficacy safety ease use multiple therapeutic area include lead product candidate,BioTech,0.476,Life Sciences,0.454,Genomics,0.302
10638,Ambys-Medicines,ambys medicine biotechnology company focus discover develop regenerative restorative therapy ambys medicine work fundamentally transform live people suffer severe liver disease create breakthrough therapy capable restore liver function prevent progression liver disease treat devastating complication liver failure,Life Sciences,0.357,BioTech,0.34,Longevity,0.32
3974,Amdaris,amdaris deliver innovative software development product design digital transformation application support consultancy service uk headquarters eastern europe delivery centre proud work diverse range sector deliver combination exciting innovation business critical modernization project grow fast talented employee deliver outstanding customize secure software development service seamless support international customer,Future of Work,0.348,Platforms,0.335,LegalTech,0.311
3275,Amenitiz,create amenitiz believe technology key make success profitability accessible hoteli world heart paris uyuni salt flat bolivia mission build platform help owner grow manage vacation property make attract guest manage booking craft exceptional experience simple easy invite grow community help redefine future online hospitality,Travel,0.545,Sharing Economy,0.338,Metaverse,0.296
6834,Amphivena-Therapeutics,amphivena therapeutics clinical stage immuno oncology company develop platform dual function biologic amphivena restore platform provide dual action biologic relieve immune suppression activate t cell effector function cancer patient platform design integrate element avidity target selectivity enhance safety single molecule engineer additional solid tumor target modality add functionality direct tumor cell killing found headquartered south san francisco california,BioTech,0.425,Life Sciences,0.348,Genomics,0.289
3421,Amphora-Medical,amphora medical minnesota base developer medical device instrument company currently work novel cystoscopic device potential improve bladder function quality life people overactive bladder syndrome oab found headquartered minneapolis minnesota united states,MedTech,0.36,Healthcare,0.339,Beauty,0.283
6563,Amplimmune,amplimmune product drive company develop immune base biologic treat patient area cancer autoimmunity transplantation infectious disease amplimmune scientific founder johns hopkins university identify key immunological ligand receptor immunological checkpoint co stimulatory molecule basis develop new class biological treatment modulate critical mechanism body immune system aim better live patient suffer aberrant immunological condition,BioTech,0.458,Life Sciences,0.369,Longevity,0.285
7739,Amplyx-Pharmaceuticals,amplyx pharmaceuticals pre clinical stage company focus development small molecule drug enhance efficacy low toxicity amplyx employ platform approach improve small molecule drug addition small molecule exist drug company develop innovative therapy debilitate life threaten disease affect people compromise immune system amplyx pharmaceutical found headquartered san diego california,BioTech,0.384,Life Sciences,0.372,Psychedelics,0.231
10689,AMR-Centre,anti microbial research centre aim accelerate development new antibiotic provide development service company world return commercial share new product develop,Gut Microbiome,0.403,Life Sciences,0.397,BioTech,0.328
7129,AMTE-Power,amte power partner niche customer enable scale transfer emerge new cell technology manufacture business involve transfer developed pilot scale process facility company work research group pilot scale facility early stage invention aid design manufacture amte power secure commercial project government back project research develop generation battery,Electrification,0.34,Automotive,0.335,Sharing Economy,0.331
4930,Anacail,anacail technology remove handle safety barrier associate use ozone generate ozone directly final product packaging packaging seal,Carbon Capture,0.303,Security,0.256,Physical Storage,0.251
10488,Anaphore,anaphore immunonewco develop new class protein therapeutic address significant unmet medical need patient life threaten disease,BioTech,0.377,Life Sciences,0.319,Longevity,0.273
2596,Andela,andela global talent network connect company engineer talent emerge market hundred lead company like github cloudflare viacomcbs leverage andela scale engineering team quickly cost effectively distribute organization span continent andela back investor include generation investment management chan zuckerberg initiative spark capital google venture,Future of Work,0.418,Economic Empowerment,0.357,Creator Economy,0.347
2087,Angry-Monk,angry monk platform help business fight food waste company marketplace product aggregate fresh quality surplus supply chain sell restaurant institutional canteen food manufacturer,Food & Beverage,0.497,Retail,0.407,Sharing Economy,0.364
278,Ankorstore,ankorstore online marketplace connect independent shop owner specialist brand neighborhood retailer offer benefit retailer brand retailer possibility discover select thousand brand click benefit day payment term test sale low minimum order quantity advantage constantly evolve tool offer platform brand creator ankorstore allow easily sell product store europe benefit direct contact return retailer payment delivery solve cash flow issue,E-commerce,0.585,Retail,0.525,Sharing Economy,0.379
9471,Anodot,anodot autonomous analytic platform leverage advanced machine learn technique constantly analyze correlate business parameter provide real time alert forecast context lowering time detection resolution lead edge patented technology trust client industry range ecommerce fintech adtech telco gaming free play offense grow business,RegTech,0.509,MarTech,0.469,Industrial IoT,0.467
507,Anrok,anrok modern sale tax solution internet era build specifically saas business anrok unify sale tax monitoring calculation remittance financial stack,FinTech,0.316,Platforms,0.298,Sharing Economy,0.289
730,Antenova,antenova engage design development supply standard custom antenna radio frequency antenna module product mobile handset adapter portable device laptop computer wireless device antenova incorporate headquartered stow cum quy united kingdom design sale support center taipei taiwan chicago illinois shanghai china manufacturing operation taiwan china,IoT,0.29,Mobile,0.23,Beauty,0.2
8125,Anthro-Energy,anthro reimagine energy storage future advanced material company work solution press issue confront battery power electrify future ruggedize battery safely enable electrified future tomorrow back world class investor variety government grant,Electrification,0.59,Energy Storage,0.565,Energy Efficiency,0.474
4356,Antiverse,antiverse new type antibody discovery company accelerate drug development platform exist intersection structural biology machine learn medicine enable breakthrough happen quickly cost effectively dedicate engineering future drug development change course people live,BioTech,0.549,Life Sciences,0.546,Longevity,0.327
3997,Antser,antser large provider expert witness service children social care sector alongside solution range direct work child core compliance transformation training technology include innovative impactful virtual reality vr program design interact support vulnerable member society industry lead subject matter expert antser develop service insight address urgent challenge country care sector deliver well outcome,FamilyTech,0.397,Metaverse,0.377,EdTech,0.358
10173,Anyone,app give minute anyone time community marketplace make possible share knowledge live experience pay pay forward found sweden hybrid remote company team member stockholm london paris new york,Mobile,0.425,Sharing Economy,0.42,Platforms,0.413
8168,Anything-World,not offer courier service ubisoft nexus interactive rehab techstar trust consistently deliver guarantee scalability regardless demand uptime,Sharing Economy,0.372,Platforms,0.361,E-commerce,0.34
3460,AnyVision,aanyvision world lead visual ai platform company enterprise globe use create trust seamless physical security experience customer employee companys solution build function camera resolution prove operate high accuracy real time real world scenario anyvision harness cut edge research powerful technology platform world safe intuitive connect place,InsurTech,0.424,Metaverse,0.375,Future of Work,0.37
1970,Aparito,aparito global health tech company bring clinical trial patient unlock real world datum mobile app video assessment wearable device provide patient centric platform integrate clinical regulatory expertise capture patient datum develop digital endpoint hybrid decentralized clinical trial streamline drug development process,MedTech,0.45,Healthcare,0.416,Health Tech,0.394
7124,ApcinteX,apcintex develop market anticoagulant apc pathway treat haemophilia apcintex develop new treatment seek turn activity key natural anticoagulant pathway produce normal blood clot patient haemophilia mean drug potentially treat patient type haemophilia include develop antibodie replacement factor furthermore drug cause anti clotting antibody form administer fortnightly simple injection skin,Life Sciences,0.309,BioTech,0.244,Healthcare,0.187
8609,Apertio,apertio provide single open subscriber centric architecture current new generation operator aim eliminate complexity cost dramatically reduce new service deployment time lie foundation im network,Cloud Infrastructure,0.367,Cloud Ops,0.312,IoT,0.302
7295,Aperto-Networks,aperto network manufacturer highly versatile cost effective carrier grade wimax forum certify infrastructure equipment award win packetmax technology enable service provider enterprise worldwide profitably deliver affordable wireless voice broadband data service business residential customer government organization kind company offer solution fix mobile wimax application aperto support frequenciesboth license world,Mobile,0.38,Telecoms,0.369,Communications,0.322
3217,Aperza,aperza mission contribute redesigning manufacture industry eliminate barrier industry barrier information transaction communication company people face industry manufacturing industry japanese core industry like contribute rebirth industry activity support company challenge global market support start up try brand new industry trend industry smart factory believe lead increase people industry growth industry eventually,Food & Beverage,0.377,MarTech,0.333,Economic Empowerment,0.326
2621,Aphetor,aphetor change game giving bear digital generation sport term world good content creator compete kind entertaining challenge audience love create huge ecosystem snackable sharable content format channel consume,Gaming,0.5,Metaverse,0.442,Esports,0.44
2118,Apiary-Book,help beekeeper world well inform decision provide complete solution management monitoring analyze datum bee colony environmental factor affect health beekeeper line defense mission protect planet bee order overcome challenge modern beekeepe provide complete platform allow data collection analysis good practice define stakeholder involve apiculture industry,AgTech,0.386,RegTech,0.37,Data Management,0.359
10436,Apica,apica provide effective technology optimize performance cloud mobile application apica webexcellence suite offer company developer alike easy use cloud base load testing web performance monitoring tool test application maximum capacity daily performance improve load times protection peak load,Cloud Ops,0.354,Developer Tools,0.35,API-First,0.341
7270,Apolitical,apoliticalis global learning platform government help government transform connect public servant late good idea skill partner mission accelerate transformation government apolitical ten thousand public servant country mayor minister millennial digital innovator name fast company innovative company world,EdTech,0.324,Social Impact,0.316,Disinformation,0.278
3492,Apollo-Agriculture,apollo help farmer emerge market maximize profit company use agronomic machine learn remote sense mobile phone deliver customize package credit high quality farm input advice double farm yield start kenya apolloassesse farmer credit risk customize package farmer specific location usingsatellite datum soil datum farmer behavior datum crop yield model,AgTech,0.486,Big Data,0.37,Analytics,0.369
2585,Appear-Here,appear online marketplace retail space company found facilitated opening store uk france appear raise total vc funding previous backer spotify pinterest hailo trivago,Creator Economy,0.414,Sharing Economy,0.388,E-commerce,0.382
938,AppExtras,appextras cross promotion network mobile application publisher publisher ability earn extra cash recommend new application exist user appextras enable mobile app publisher increase earning protect brand publisher curate app recommendation launch corey cotter glenn marcus,Mobile,0.502,Platforms,0.425,E-commerce,0.411
8336,AppGyver,appgyver provider innovative tool code development suitable novice season developer alike appgyver create user friendly business drive tool rapid app creation appgyver composer let company developer create distribute sophisticated business business business employee app appgyver tool trust user fortune company,Platforms,0.419,Developer Tools,0.338,Sharing Economy,0.334
7264,Applied,apply essential platform debiase hire anonymizing application leverage skill base methodology building transparency analytic step process platform identify vital talent overlook organization transform way hire discover good candidate help usher world feel sense inclusion equity belong,Economic Empowerment,0.473,Human Resources,0.419,Platforms,0.402
9916,Applied-Blockchain,apply blockchain build business application advanced cryptography provide superior datum security data privacy specialise privacy enhance technology distribute ledger build application enterprise startup financial service energy aviation automotive supply chain commodity telecom legal medical property recruitment large client shell investor,FinTech,0.565,Crypto,0.538,Blockchain,0.53
8472,Applifier,applifier cross promotion network social games application aug applifier reach mau work social application facebook applifier help social application grow provide portfolio application cross promote applifier user social application find high quality application use turn originating appklication get new viral user spend money,Mobile,0.424,Social Networks,0.398,Sharing Economy,0.398
7235,Appredict,appredict ltd data analysis company specialise analyse understand development lifecycle app provide information app developer help maximise revenue stream product,Analytics,0.38,Platforms,0.378,RegTech,0.358
3138,AppsFlyer,appsflyer help brand good choice business customer advance measurement data analytic deep link engagement fraud protection datum clean room privacy preserve technology build idea brand increase customer privacy provide exceptional experience appsflyer empower thousand creator technology partner create well meaningful customer relationship learn visit,Sharing Economy,0.412,E-commerce,0.392,Platforms,0.352
907,Appwrite,appwrite cut time cost require build modern application abstract simplify common development task rest apis help develop app fast secure way,API-First,0.39,Platforms,0.337,Productivity,0.314
9712,Apricity,apricity world virtual fertility clinic aim disrupt fertility treatment experience improve chance woman couple difficulty conceive datum artificial intelligence project lead prominent entrepreneur medical practitioner commit executive datum scientist prove track record,SexTech,0.424,Metaverse,0.412,FemTech,0.41
4900,Aptatek-Biosciences,aptatek develop diagnosis monitor inborn disease centralize laboratory aptatek core technology base dna aptamer sequence detect small molecule biomarker blood pressure identify large range marker analyze laboratory,Life Sciences,0.506,BioTech,0.347,Genomics,0.311
4702,Aqdot,aqdot technology allow raw material efficient way manufacture microcapsule lead low energy consumption waste potential application include encapsulate enzyme laundry detergent encapsulate fertiliser agrochemical sector microencapsulation multi annum industry establish application household personal care food agrochemical market,Food & Beverage,0.375,AgTech,0.318,Automotive,0.293
7814,Aquapak-Polymers,aquapak polymer developer polyvinyl alcohol resin product company provide polymer base resin material enable circular economy aquapak polymer technology material water soluble formulate biodegrade product,Chemicals,0.449,Materials,0.325,OceanTech,0.282
2884,Aquapharm-Biodiscovery,aquapharm innovative drug discovery company focusse develop new product found chemical diversity marine micro organism core focus development novel pharmaceutical compound lead development novel antibiotic target gram negative gram positive infection addition aquapharm development pipeline feed active discovery portfolio anti oxidant anti inflammatorie novel biocatalyst,OceanTech,0.406,Life Sciences,0.399,BioTech,0.353
7495,Archemix,archemix biotechnology company engage discover develop commercialize aptamer therapeutic prevention treatment chronic acute disease massachusetts aptamer product candidate include thrombotic microangiopathyie carotid endarterectomy surgical procedure company offer product candidate cardiovascular hematology oncology disease archemix incorporate base cambridge massachusetts,Life Sciences,0.424,BioTech,0.314,Healthcare,0.283
