id,name,cb_description
116,Clinkle,clinkle goal way people generation payment platform change way people thing company planning introduce wallet transaction
24,Cocoon,platform employee benefit compliance payroll
10773,Suki,voice assistant doctor organization task physician note info company
23511,Alios-BioPharma,agent platform technology molecule activator immunity pathway activation phosphate nucleotide chemistry engineering interferon group platform technology generate number product variety infection hepatitis infection viruse influenza disease
517,Codecademy,codecademy web platform skill user learner concept apis thing feedback peer approach student project
23759,Alkalon,company gum formulation company portfolio nicotine gum smoke cessation smoking reduction product license supply agreement company brand market company registration r&d work co agreement world company
146,Collibra,end end platform business transformation business outcome datum insight algorithm company platform data silo data business intelligence user datum collaborate meaning
22463,Amina-Charging,quality use charger mass market
10073,Kandu,ecosystem mentor mentee network mentor mentee startup information goal
354,Confluent,confluent stream platform company datum time stream company platform source technology time fault system company datum system time datum pipeline
23292,All-Aboard,train travel chance place journey destination book place route expert trip need book ticket travel choice planet travel train carbon footprint emission win
25636,All-Ears,ear telemarketing company job people people impairment fundraise campaign association organization
2640,Plyable,kind solution machine technology software design tooling
6926,GrandNanny,childcare service childcare generation neighbor time work family school care check -aid training payroll company
344,Cowboy,e bike company bike city rider bike mobility industry point sale point service mission empower rider path path city movement benefit bike gear button motor power company bike hopping saddle peddle
22388,Alligator-Bioscience,research company drug immunotherapy cancer drug development candidate iia study pipeline modulating project technology platform antibody library ® antibody optimization technology pipeline
23339,Allihoop,allihoop technology brand city professional
316,Criteo,group mind incubator leader commerce marketing growth machine technology datum performance scale roi client ingenuity spirit employee
134,Crowdpac,platform politic candidate organization citizen fund change use technology datum participation citizen candidate ballot fund change tool office money support donor interest
23427,AlloCure,biotechnology company cell treatment kidney disease transplant injury therapeutic kidney injury operation company development shelf therapie disease afflict people world technology cell bone marrow variety disease technology world scientist career therapie kidney disease operation
24773,ALPA-Kids,culture learning game child company teacher technologist lecturer researcher student content games level difficulty learn fun example culture nature child connection
1284,Split,award fintech startup business customer commerce
24807,Alpakka-Media,hiqhquality content child maailma -concept tv animation games games cd dvd collection merchandise
25699,Alphagreen-Group,acquisition incubation focus brand distribution channel omni channel network build brand marketplace source consumer demand sale product channel affiliates channel wellness brands data network product growth management asset scale scale brand expertise growth tech infrastructure team marketplace
22085,Alpha-Paw,pet pet family mission lover dog life mission dog planet order cause product design problem guide parent resource friend parent
21942,AlphaSense,market intelligence platform professional decision confidence speed company enterprise client institution platform inform business decision enterprise customer majority
57,Culture-Amp,culture result member hand experience organization core business people experience enterprise organization culture team walk shoe look opportunity type technology- technology amplifie culture
27,Cutover,orchestration observability platform visibility flow work platform team event infrastructure staging rehearsal executive manager visualization performance datum analyze issue platform platform data -party tool line communication company
24641,Alphaville,construction industry carbon cost report carbon default part business practice solution carbon program management communication tool utility track hotel tool benchmark
22651,Alt,asset platform people sell store sport card mission transparency liquidity asset company
449,Deepnote,data science notebook team notebook user datum time collaboration version control project link team collaborator user asset browser cloud datum scientist
2658,Skin-+-Me,skin brand skin treatment skin therapie company consultation pharmacist consumer professional prescription therapy cream skin health patient guidance treatment support
114,Datadog,datadog monitor platform cloud application datum server container database -party service capability team downtime resolve performance issue customer user experience
526,Digiquant,development operation business support system software solution communication content datum service product carrier service provider user datum network bill service
23082,Altered,people live area water stress increase problem impact way behaviour globe take lot education time way development tech solution time world tap people world one liter minute upgrade saving one mission solution use situation wash hand tap solution retro fit mean time installation person equipment socket adaptor tap world solution world
231,DoubleDutch,event management software event industry engagement platform application integration performance metric event event registration solution custom event registration page information payment activity correspondence datum solution event meeting association customer brand association meeting expos association conference headquarters office subsidiary
24285,Altimmune,biotechnology company vaccine product address unmet market health need company technology intranasal delivery proof animal study experiment adenovirus response surface skin research application skin nose experimentation vector
22675,Aluwave,company design module lighting system lead technology foundation expertise management substrate system alunatâ„¢.
381,Dimdim,browser web conferencing service source platform source code server download software host presenter share desktop slide chat webcam
24253,Alvar-Pet,meal plan dog individual formulate recipe ingredient minimizes emission value chain supplier selection energy usage logistic packaging material
24421,Alvin,saas company datum team data quality reliability cost governance datum lineage plug platform datum team datum architecture data core technology graph dataset connection column table dashboard platform people platform datum range module challenge testing error discoverability privacy compliance cost control co
23817,Amen.,way user opinion app web investor
23005,Amferia,device solution resistance crisis core healthcare goal device infection bacteria focus care sector care wound need skin infection technology result research patent
25348,amie,amie datum input exploration visualization feature research
10130,Fords-Packaging-Systems,equipment manufacturer foil equipment
375,Dropbox,file collaboration storage solution world energy way
347,Dubsmash,application user videotape lip clip section song movie user audio color filter text animation video
3625,Block-Renovation,renovation platform architect grade design construction labor material renovation experience mission homeowner way space contractor way work simplifie process experience home renovation
25083,Ampa-Medical,company healthcare service people ostomy device bag patient time obstacle usage stoma bag
1722,EduKit,home organisation school child showcase service measure effectiveness
391,Eden,people success workplace software company investor
423,eero,eero system household use eeros home work unison nook room video email friend home backyard
13949,Zype,infrastructure video cloud platform manage enterprise grade video web mobile tv medium developer tool apis turnkey solution app channel solution video creator distributor launch video product scale
21743,AnaCatum,software analog signal design offer system designer advantage optimization simulation reducer design time performance yield mission lead provider silicon integration product behaviour target application sensor network application cognition role
7,Alkemics,industry world manufacturer retailer rethink collaboration process way industry landscape challenge supply demand product excellence speed time market omnichannel shopping experience face alkemic platform manufacturer retailer relationship side efficiency product market datum quality error relationship order shopper experience
8084,Gryphon-Group-Holdings,insurance launch protection challenger investment capital ambition family business principle trust adviser experience plan insurtech approach customer adviser legacy system focus proposition effortless adviser experience infrastructure technology support partner core platform technology partner company technology group interface technology partner selling intermediary life illness income protection business subject approval
123,Egalet,specialty pharmaceutical company pain management product company pipeline abuse opioid test world erosion delivery technology release drug erosion tablet abuse deterrent property range opioid opioid
23502,AnaptysBio,antibody product company hypermutation antibody discovery optimization body process fight disease -platform component technique generate application iterative process evolution throughput selection process platform discover optimize disease target affinity antibodie property addition approach antibody discovery protein optimization address antibody field string acquisition licensing deal availability technology
24894,Anatomic-Studios,team experience expertise design fashion biomechanic prosthetic team creator quality life people design design celebrate body personality style person product
23332,Andning-Med,device combination app component patient inhalation process
24942,Anergis,stage company allergy vaccine technology desensitization vaccine pollen pollen house dust allergie headquarter
25385,Animail,e development pet industry challenger development industry market leader online customer product food accessory toy supplement clothing healthcare hygiene product range dog animal bird reptile fish good ship consumer way door step
6066,Elucidate,rating datum analysis institution revenue growth company rating risk pricing product behavior system business office team customer service risk
3949,Magma-Global,design manufacture pipe ® performance pipe meet flowline application pipe ® challenge water pressure temperature service environment management team back accelerate growth programme
16930,Datatecnics,datatecnic dataset client knowledge health infrastructure asset lifetime downtime budgets manner expert design delivery system digitise infrastructure utility energy customer hardware ground transform asset capability quality resolution datum prediction asset performance health customer quality knowledge asset health
10183,Travtus,employee rental community automation line intelligence conversation need customer
5367,Love-Home-Swap,home travel world travel club member home city holiday destination country level service
233,Enfore,business platform collection use app smartphone tablet computer enfour solution level playing field business access tool capability insight company goal majority business efficiency scale effect enterprise business technology world hardware use software service enfore solution business aspect
22456,Anocca,service biotechnology immunotherapeutic drug drug development immunology service company analysis t cell biology variety therapeutic manipulate t cell immunity number disease area cancer life science sector variety therapie vaccination strategy
22054,Anotherblock,platform decentralize music right token royalty right
10196,Outdoorsy,outdoorsy marketplace platform owner camper lot folk lot folk rent peer peer marketplace vehicle industry connect owner renter transact market friction complexity user experience choice access people travel opportunity owner income vehicle
11,Everpix,photo platform effortless way life photo collection picture photo dust memory let brand light platform user store share photograph user image picture folder
8384,Guidebook,application builder let app step skill feature fill content
24405,Antas,s.r.l market need concept structure matter fact service standard reference point sector feature ability partner management support service activity company experience company customer solution feature experience s.r.l supply range service field service service energy efficiency
23359,Antourage,antourage medium technology platform content creator experience audience company mission world medium creator tool job media landscape company
22925,Antrad-Medical,individual area development technology management marketing blood product venture capital
24210,Anyday,checkout solution e commerce shopping experience customer
425,Expel,security operation provider detection response remediation support threat technology people issue experience platform customer security operation investigation alert step investigation transparency customer investigation incident business email compromise business application compromise ransomware cryptojacke supply chain attack security operation center team time security priority alert company
87,Experiment,community platform research crowdfunding service research category biology chemistry computer anthropology psychology engineering platform service researcher institution university partnership /organization school medicine /organization university skander person skander person
10216,Prozo,supply chain company tech warehousing freight network fulfillment supply chain technology stack control tower supply chain business segment enterprise grade supply chain capability use basis
23874,AnyDesk,desktop access software user month software latency collaboration hall world firm help desktop software market usage scenario application desktop software
13,Built-Technologies,enterprise technology company cloud construction lending software collaboration software management process construction loan risk loan profitability borrower experience simplifie compliance company
23226,AnyMaker-AB,application
13950,clipkit,premium video view month clipkit video force video syndication technology video player technology video library clipkit video reach advertiser publisher video producer clipkit employ team ad sale publisher acquisition content licensing product management support office expert video distribution marketing clipkit demand video owner publisher video producer website history variety video campaign understand advertiser content context clipkit video advertising content syndication approach
6467,FirstCare,management service sector client
2556,FC-Labs,safety devices acuity company
281,Fireblocks,platform asset transit transmission customer asset exchange broker wallet store bank fintech exchange liquidity provider otcs hedge fund asset range product service technology
4648,Omega-Diagnostics,subsidiary development distribution product company segment segment research development production marketing allergy test doctor diagnose patient allergie disease product segment research development production kit detection reaction food analysis clinic health professional consumer food detective test segment product microarray service segment research development production marketing kit diagnosis disease tuberculosis dengue fever disease malaria product test company kit system hospital blood bank clinic laboratory distributor country
25689,Aporeto,security container microservice secure infrastructure identity access control posture
555,Flipagram,app user photo video story music user app world
13951,Vitafy,player fitness sport nutrition address living movement
22597,Appfarm,code application development platform web app platform user launch cloud application stack tool development building block app development user training experience infrastructure cloud environment platform
14,Flipboard,developer magazine platform collect news article news source user web content interest content magazine medium user news story world article video photo friend
485,Flutter-Entertainment,flutter world sport gaming entertainment brand customer country addition exchange game portfolio multiples accumulator product area growth investment company price party label exchange product operator share ticker symbol
19565,Anú-Dairy,butter market agriculture company solution soil carbon level chemical farming management soil analysis option farmer consumer animal welfare impact
17252,Medic-Bleep,claim doctor nurse team productivity cost outcome
21783,Appium-Technologies,vendor generation telecommunication application platform application market business telecom application platform service creation environment market complement service creation deployment platform range application application component deployment business model enterprise consumer market segment business model address offering market enterprise head office service solution area service company opportunity standard product company
165,Front,communication hub customer relationship channel business customer conversation relationship stake conversation center team attention collaboration capability datum multiple system team communication business customer relationship conversation time visit
405,Frengo,community people buzz stream opinion update question prediction game service user buzz phone website developer application hi5
23278,AppJobs.com,workers series product stage utility worker job seeker gig city economy worker work income datum insight earning access range service income protection service
9048,Melio,fintech company business business business payment receivable business business payment time cash flow payment workflow business customer office
22267,Applied-Petroleum-Technology,quality analyse oil industry area exploration production geochemistry biostratigraphy sedimentology geology basin service company combination service house staff oil company experience
52,Funxional-Therapeutics,product product candidate treatment indication prevention adhesion formation treatment stroke fx125l molecule class spectrum inhibitor company stage program disease disorder pain diabetes
549,Genmab,biotechnology company antibody therapeutic treatment cancer development manufacture team edge technology product address need
25712,Apptimate,point communication user device thing firewall curve point point mashup store datum mobile application enterprise level communication security control datum user datum way datum access datum
23468,Aquafortus,treat tower mining oil gas inland desalination power generation salinity process energy use economic transportation wastewater management discharge
22486,AquaGreen,r&d engineering company cleantech industry solution treatment conversion grade resource energy fertilizer product technology energy treatment wastewater sludge process content energy district process heating purpose biochar plant phosphorus fertilizer product agriculture industry
387,Gojimo,brain child lack quality app teacher success student university relationship world publisher premium content time student company university time company back investor consumer venture fund founder drink
299,Good-Eggs,grocer meal kit delivery service mission reinvent food system company service produce meal kit occasion grocery staple wine beer spirit delivery way feed family item category marketplace delivery footprint company mission assortment item list standard addition food company job operation team member equity industry average
10263,Toxibact-Ltd,therapy treatment bacteria fungi
24498,AquaRech,management enhance fish production access market trade
6980,Xention,company discovery development ion channel modulate drug drug treatment bladder pain disease company
22870,Aqua-Robur-Technologies,technology measure datum order leakage water quality water pipeline technology level autonomy thank power supply state art communication functionality measurement recognition industry order leakage water quality time ambition mass adoption sensor network
22825,Aqwary,company intent diving experience way diver diving community product diver information network dive center innovation diver world
1501,Qogita,platform variety product brand category geography range organization retailer brand margin turnover labor cost technology infrastructure technology company simplifie business business trade
4339,Qdot-Technology,management technology energy generation utilization power company
25300,Arantech,premier provider system communication service provider solution way operator service customer way organisation customer need catalyst change force customer revenue practice issue network issue ability time lifecycle experience customer contact business infrastructure communication provider experience brand monitoring customer touch business solution business option view customer time network device
11196,Mangrove-DAO,order book exchange liquidity provider contract
6443,HolidayFox,platform discover book family staycation fun day kid holiday suggestion build book package place
334,Hipcamp,land camping recreation mission marketplace people discover book campsite accommodation land spot pitch tent planning nature getaway revenue stream landowner farmer rancher vintner land access camping experience experience people world company
6934,Intellisense,software service company product service business innovation customer growth value customer service offer software development website design development training student business professional support service office infrastructure installation internet email system print service
167,Lookback,user research tool engineer launch
23869,Arcam,manufacture solution production metal component company electron beam melting machine production orthopedic implant solution manufacture metal part material aerospace industry suite powder equipment explosion vacuum cleaner powder trolley powder recovery system software metal powder service application support training service company customer aerospace industry
4213,Quantum-Motion,computer process
24159,ArcDia,maripoc ® test system result sample analysis test system laboratory level accuracy patient diagnostic reliability result test test system
23421,Arcellx,stage biotechnology company cell therapy engineering immunotherapy patient cancer disease cell medicine mission advance humanity cell product candidate treatment r study cart designation car t therapy clinic program r r leukemia
23749,Archii,contract presentation problem employee business document challenge problem experience machine technology company document colleague struggle document time cleans company document computer server employee document archive assistant save time document management work focus work machine learn language processing time work
23403,Archimedes-Pharma,specialty company product grade glioma release morphine product cancer pain treat nausea cancer patient formulation vitamin c alcoholic withdrawal relief cancer pain company operation
4156,Hubs,custom access network manufacturing service machine 3d printing injection mold sheet metal fabrication part
1253,HowCloud,course way way classroom model student course teacher marketplace revenue teacher
24157,Arctic-Diagnostics,manufacturer multianalyte point care system tract infection
10310,Fabrum,research design technology construction detail tolerance niche market component system design development manufacturing purpose facility
10301,Rainbow,tech startup launch wellness brand people thank virtue plant
4979,Insurdata,insurance reinsurance underwriter property datum support pricing underwriting portfolio management decision firm resolution exposure building level risk datum technology reality model creation desktop product
21545,Arctic-Robotics,drone kind business shelf solution business solution patent navigation solution sensor darkness daylight
14922,Chipmetrics,test chip test element test wafer business concept builder material microelectronic film conformality characterization accelerate application 3d film product line test chip
25173,Arctic-Security,threat intelligence analysis platform company abusesa feed threat intelligence platform abuse detection remediation effort network threat
721,I-Mob-Holdings,asset immobiliser system company
22473,Area9-Lyceum,group business area human value company centers system migration process optimization computer science company technology company bank insurance company drug manufacturer collaboration partner company activity right majority company business segment
207,Italic,italic store empower consumer quality good manufacturer brand price manufacturer tool distribution technology access customer base revenue stream
1889,Meme.com,platform meme market exploration
241,IRCCloud,client future message team group communication problem meeting email time
208,iZettle,technology banking service business owner work technology company payment world chip card reader software mobile business owner world service speed ease payment checkout business management sale analytic customer engagement funding
24296,Ariceum-Therapeutics,stage detection treatment malignancy neuroendocrine treat cancer company primary therapy antagonist somatostatin type receptor tumor diagnosis radionuclide treatment neuroendocrine malignancy tumor childhood cancer treatment choice prognosis pair
23413,Aristea-Therapeutics,developer novel therapy disease company therapie drug disease patient need
25249,ARKK-Copenhagen,brand co founder passion style childhood friend collection rave response launch week squad team partner world design fulfil mission rest design sneaker fashion function confidence
19495,Ciphergrid,datum access technology form enterprise application application perform transaction internet way speed functionality security uniqueness fact speed plug solution cost ownership alternative datum encryption security control mechanism use internet line
24594,Arnergy,mission energy solution use product service system power business operation outcome client solution energy reliability issue market
531,KarmaCheck,employee verification software background check employment software intelligence blockchain time background check check employment verification education verification
13196,OroraTech,company insight enterprise camera nanosatellite constellation camera temperature datum trend customer continent enterprise organization company vision intelligence people
6779,Dock,dock provider technology infrastructure business value innovation scalability customer card issue core banking service platform solution mission process company ability payment banking service market end product consumer access service customer experience cloud platform burden client tool partner ecosystem
503,Kimotion-Technologies,kimotion analog design software modeling size tool complexity analog block software circuit designer size design transistor design performance technology venture capital funding company office
3971,Canburg,luxury design manufacturing business owner world bespoke furniture brand devize
25487,Artificial-Solutions,® specialist communication application website device language voice text touch input conversational business user developer application language platform channel record time ability analyse quantitie data level data insight reveal customer technology range language application assistant bot speech device people sector deployment information
24968,Arundo-Analytics,office cloud edge software deployment management enterprise scale datum science solution software company organization revenue cost risk machine learn solution datum model model insight business decision accelerator program investment stex25 stex stex25 company startup industry collaboration success information @arundoanalytic
184,Kojo,construction industry procurement platform trade self contractor control margin procurement process platform field office warehouse accounting team vendor contractor visibility time material streamline workflow labor productivity contractor access network vendor price availability cost saving material waste contractor construction professional country
260,Lookout,security company purpose intersection enterprise datum safeguard datum device network clouds security platform solution world organization individual control datum unleash value enterprise government agency consumer datum work
342,Maker's-Row,marketplace manufacturer product business claim list manufacturer apparel production
23785,Asante-Solutions,relationship group venture capitalist venture seed money stage development insulin delivery device product
24783,Ascade,software company business operation system business decision operation product web solution end end process support supply chain trading voice traffic telecom operator solution operator operator billing settlement control quality traffic route company statement level reconcile invoice statement combination automation control routing process trading information cost margin carrier solution company implementation training maintenance support line identification verification service wireline telecom operators carrier company office support team
22377,Ascelia-Pharma,biotechnology company company orphan oncology treatment
1927,MasterClass,masterclass stream platform learn range subject art entertainment business design style sport gaming writing
3051,RazorSecure,security software asset scale network threat monitor defence strategy bus plane truck car
22613,AskCody,transform way people book meeting workplace efficiency organization friction process meeting booking platform help law firm service service headquarters task work life workplace management resource scheduling workplace visibility work environment office efficiency people effortless company efficiency solution process point solution productivity collaboration employee estate cost resource scheduling meeting room system integration workplace experience end end cost meeting utilization time meeting resource day meeting
22606,Asker-Healthcare-Group,partner caregiver supply device equipment
216,Lehigh-Technologies,specialty material company life tire rubber performance cost rubber powder replace oil- rubber feedstock range consumer application performance tire consumer plastic consumer good coating sealant construction material tailor ™ s customer benefit optimize performance customer service world manufacturing plant production capacity world research development facility
24999,Asolvi,provider service management software enterprise field service industry experience solution array field service supplier choice company flexibility scalability profitability product country customer engineer contract tens service task mission functionality solution market collaboration relation customer issue need preference position solution service economy demand
4055,Locate-Bio,drug delivery company localise control release drug molecule stage product protein treatment chronic pain discovery phase treatment infection
6832,Locus-Robotics,robot e commerce retailer warehouse logistic provider technology worker order productivity fulfillment speed order accuracy consumer order
130,LOVEFiLM,company film subscription service member members benefit dvds door film internet device pc number player internet tvs price fee pay view basis member selection titles ray dvds video game stream range video game option market support ® member film rating information breakdown package
25294,Asqella,submillimetre wave video camera loss prevention security application sensor technology product customer solution performance technology unit cost
22745,Asthmatuner,solution goal patient control asthma simplify process efficiency caregiver solution spirometer user control patient level asthma treatment recommendation
10382,Styla.com,company design automation design content shop work world company electronic fashion sport design segment
10388,Rockwater-Hove,community hospitality venue
13197,EcoG,monetizing infrastructure api software platform cloud platform revenue stream value service ecog experience implement
7513,BREWHOUSE-&-KITCHEN,hospitality trade professional track record development execution pub operating concept
10391,Concrete-Panel-Company,manufacture range panel block variety customer number industry building sector
9607,Powerstax,design manufacture power supply
10390,SimplyMeds-Online,end pharmacy platform method day prescription lifestyle product patient autonomy
121,Mediasurface,development marketing implementation web content management software web content management system web company product web running intranet extranet web site channel web enterprise user content task functionality web site intranet product business create manage company web site product service company subsidiary
22207,Astralis,e sport organization team world franchise player cajunb karrigan team team team company participation angel investor
23948,Atium,water challenge pollutant factor metal chemical health goal innovation world water treatment help water
22164,Atlan-Space,navigator constellation scale operation cost mission
10401,OTHERWORLD,island home entertainment art education wellness immersion pod network centre opening site people celebrity team plaudit nomination
10397,Audioboom-Group,audio platform content
3614,SODA,customer customer marketplace user platform user sneaker legitimacy service authentication provider
10405,Enrich-Social-Productions,multiplatform media format area financing provide company innovation industry
6099,Lupovis,company customer business network asset data attacker network insider threat
24100,Atomica-Corp,power help problem time approach development manufacture partner company solution cloud vehicle cell therapy diagnostic genomic internet foundry customer campus class cleanroom company itar experience span spectrum photonic sensor biochip component
9752,Coomtech,energy technology company novel process technology efficiency combustion process industry cost saving emission
10404,The-RightsXchange,marketplace enterprise solution right licensing
6708,Recommind,enterprise search categorization platform manage volume information source access information organization time quality work product increase value information asset competitiveness profit
322,Menu-Next-Door,enthusiast life share talent meal world quality meal price delivery food people food community ingredient chef chance talk takeaway
488,Metapack,provider delivery management technology enterprise retailer brand platform integrate carrier delivery service retailer brand delivery option convenience customer order delivery service customer delivery experience time process retailer warehouse delivery management platform retailer brand strengthen delivery proposition customer loyalty website conversion customer delivery experience
685,Narwhal-Media-Group,service marketing design company
24745,Atomic-Shapes,gap 3d printing use solution 3d model
24697,Fundfriends,fundfriend application individual track fund investment
71,Nasty-Gal,clothing store woman platform clothing shoe accessory designer company brand school rock roll thrill chase company
527,Nauto,technology company safety fleet fleet driver safety system driver vehicle road drive collision driver safety system driver vehicle road drive collision knowledge development self technology drive autonomy
24117,Atrenta,software platform design efficiency world semiconductor consumer electronic company solution design insight performance power area requirement system chip consumer electronic revolution company design engineer risk tool function guidance system design engineer manager path implementation
2553,Nibble,firm influencer marketing application company
19530,Coralfoam,novel process plastic component component
25289,Attido,provider performance business information system
23168,Attini,company serverless deployment framework infrastructure code
5724,Nexeon,electronic company lithium ion battery carbon anode energy inefficiency technology silicon deliver capacity lithium ion battery cycle life battery power lifetime charge company
32,Nexthink,leader experience management company product enterprise workplace employee end user experience combination time analytic automation employee feedback endpoint team workplace
466,Mimecast,company technology platform way company business communication datum company mission risk user email cost complexity user workload cloud company cloud architecture email security service continuity subscription service goal people business security risk environment day care email document company company office people
21,Wandera,way enterprise work wall connection rise perimeter environment security model cloud security solution workplace access application datum cyber threat policy filter internet access risk exposure security offer console range ecosystem integration leader analyst firm work customer network commitment transparency security threat research range publication industry award award
22966,Auddly,song project management hub music creator self song collaboration music right platform app need simplify workflow right society publisher way information song publisher affiliation music creator
25664,AudioPlus,clinic work
24811,Augumenta,interaction solution device hand gesture reality company software way control application device support hub product oem integrator developer
2540,One-Essentials,e commerce platform clothing
24836,aumio,child meditation sleep application entertainment meditation game yoga exercise bedtime story collaboration expert stress concentration issue
350,Mind-NRG,development disease factor disease potential blood brain barrier receptor transport target brain treat disorder disease disease schizophrenia experiment explore mechanism action activity variety disease model
24176,Aura-Financial,technology loan family mission income community service scoring algorithm review credit application credit score expense management guidance borrower population access loan manner
24013,Aurealis-Pharma,company ground medicine treatment cancer wound r&d gene cell therapie molecule model nature strategy business model collaboration company research institution cro
13304,Inseptra-Systems,telecom enterprise tool optimize network vendor world market packet processing engine packet processing engine scale carrier telecoms networks traffic unit match element generation g g network netviz(tm product tool visualize computer network spot network anomaly tool application control customer ability network traffic prioritization optimize network
9796,Aurelia-Turbines,technology pedigree technology speed technology fluid dynamic company right core technology portfolio protection product application strategy team outset world class product reliability efficiency compnt core expertise world class partner scalability ease integration technology investor company finance h2020 program financing body authority government
2746,Burst-Insights,form video discovery engine brand influencer video content demand insight tool consumer engagement
7413,Healthcare-and-Services-Technology,leader provision management technology solution team integrity professionalism value customer shareholder difference company brand company end end cloud monitor scheduling management solution range industry sector
10442,Dfns,cybersecurity company custody protocol app developer tool cloud mission serenity risk vulnerabilitie transaction regulation bank e commerce site platform freedom manage battle security infrastructure offer class developer experience app wallet feature delivery security upgrade core infra wallet generation protocol client deposit asset crypto peace mind custody network complication blockchain point failure frictionless business company waitlist solution company office city custody security medium enquiry
5673,Redgate-Software,tool professional company tool company
419,Molecular-Partners,stage company medicine management disease class potent protein therapie ® therapeutic
24261,Aurora-Propulsion-Technologies,satellite manufacturer mass quality component orientation orbit control vision satellite manufacturer conduct satellite mission satellite orbit planet system
21980,Autocode,editor host data bot customize workflow
10446,Paladin,decentralization company friction chain governance process end company vote lending market lending
25269,Automic,automation enterprise solution help company idea day day business goal automate task app server record break time business opportunity meet demand consumer world
2045,Health-Make-Space,network platform sme innovation
266,Moleskine,distribute diary portfolio purse material article product company paper product notebook home office product gift collection pen pencil glass book light service product template application smartphone tablet print demand service creation photo book product countries department specialty stationery store sale network website network store
15312,ENS-Merlin,pollutant air use filter energy purifier
5851,Reward-Finance-Group,finance situation box sense ambition willingness help approach kind business client finance time term
1150,Riff,riff voice tool technology interaction people office
2240,Rightcharge,rightcharge charge point energy tariff comparison service driver charge point energy tariff home business charge need tool user energy tariff home charger installation price network company
22124,Autotech-Ventures,venture capital firm manage start up return ground transportation industry vehicle mobility service shift ground transportation industry manufacturer part dealership shop parking operator logistic firm road infrastructure provider ground transportation startup startup company capital execute business plan access industry contact ground transportation investor market capitalization minute market intelligence ground transport landscape support recruiting ground transportation industry talent fundraising support capital investor investor up corporations startup corporation bridge gap transportation future
2429,SkinNinja,world expert evidence product
23508,Availity,availity internet health information exchange service flow information health care provider health plan health care stakeholder exchange company government health plan transaction patient stripe member card track card reader computer field web transaction page access health record communication physician patient patient appointment request prescribing solution access date medication history coverage equivalent cost option time drug interaction addition company responsibility time point care responsibility card swipe combination member card plan card credit card health care provider physician office delivery network pharmacy laboratory imaging center provider
21938,Aves-Netsec,ave cybersecurity company company information asset company visitor solution layer security network attacker ability function attacker intelligence solution enterprise attacker motive risk profile attack impact security posture company
7113,Stealthyx-Therapeutics,drug platform technology drug delivery disease property agent
10699,Helios-Towers-Africa,operation sister company number mobile subscriber people growth level telecom tower facility number tower number impact
23492,Avilex-Pharma,spin investment
10461,The-Alchemist-Bar-&-Restaurant,bar city
5604,Runna,level world class training coach community time train marathon
4239,Fergus,fergus company establishment field service management solution company software user invoice job progression work schedule creation time entry notification job profit margin overviewdashboard
10465,Wave-Direct,retailer distributor drop stitch foam tub paddle board
303,Sanlo,platform service game app company company finance gaming company product access advise money
23,TweetDeck,client desktop web device desktop application user interface goal application user information concise view service rebuild application
23206,AxCrypt,information tech service company information internet user history share datum internet datum security solution internet service use version company level company individual team encryption solution use complexity use technology
21903,Axela-Technologies,collection process variety illiquid estate receivable
