id,name,cb_description
146,Collibra,end end platform digital business transformation business outcome right datum insight algorithm company platform traditional data silo organizational datum trustworthy business intelligence user datum mean
354,Confluent,confluent platform company data real time stream company platform open source technology real time fault tolerant scalable system company data isolate system real time datum pipeline
23292,All-Aboard,travel chance place journey destination book place route expert trip need book ticket simple safe sustainable travel choice planet travel train carbon footprint global emission win
25636,All-Ears,telemarkete company job people people visual impairment fundraise campaign patient association political organization
2640,Plyable,plyable kind solution lateste machine technology proprietary software design manufacture composite tooling
6926,GrandNanny,childcare service childcare generation neighbor rewarding time work local family need school care check aid training payroll company
344,Cowboy,e bike company innovative electric bike city rider bike mobility industry point sale point service mission rider path path city mindful movement electric bike simple gear + button motor power company bike simple saddle foot peddle
22388,Alligator-Bioscience,innovative research company novel drug immunotherapy cancer drug development candidate iia clinical study pipeline immune project proprietary technology platform unique human antibody library ® powerful antibody optimization technology pipeline
316,Criteo,small group great mind incubator global leader commerce marketing growth machine technology datum performance scale measurable roi client ingenuity spirit employee
134,Crowdpac,crowdfunde platform politic candidate organization ordinary citizen change good technology objective datum political participation citizen candidate ballot political change tool office money support independent big donor special interest
23427,AlloCure,biotechnology company cell therapie treatment kidney disease organ transplant multi organ injury biological therapeutic acute kidney injury operation company development shelf biological therapy disease afflict people world unique technology cell human bone marrow wide variety disease unique proprietary technology world scientist career effective therapy kidney disease operation
24773,ALPA-Kids,culture learning game child company teacher educational technologist lecturer researcher student content games level difficulty learn fun example local culture nature easy child connection
25699,Alphagreen-Group,global acquisition incubation platform health focus brand distribution channel extensive external omni channel network brand marketplace source consumer demand sale product channel affiliate channel high profitable wellness brand data network product future growth management asset brand expertise growth hack tech infrastructure experience team external marketplace
22085,Alpha-Paw,pet pet members family mission fellow pet lover dog happy healthier long life mission dog friendly planet order worthy cause event product pet problem guide well pet parent resource furry friend good pet parent
21942,AlphaSense,market intelligence platform professional critical decision confidence speed company enterprise client financial institution platform business decision enterprise customer majority
57,Culture-Amp,culture result member hand experience challenge organization core business people experience enterprise organization team walk shoe opportunity new type technology- technology culture
27,Cutover,work orchestration observability platform organizational visibility dynamic flow work platform team big event infrastructure rehearsal platform portal executive manager visualization performance datum issue platform saas platform data party tool clear line communication company
24641,Alphaville,construction industry carbon cost report carbon default part business practice practical solution carbon footprinte environmental program management communication tool utility track hotel specific tool benchmark
22651,Alt,alternative asset platform people store sport card mission transparency liquidity alternative asset company
449,Deepnote,good datum science notebook team notebook user datum explore real time collaboration version control user project link team collaborator end user polished asset powerful browser cloud datum scientist
2658,Skin-+-Me,brand personalize skin treatment great skin therapy company online medical consultation dermatologist pharmacist direct consumer professional prescription therapy cream skin health patient consistent guidance treatment support
114,Datadog,essential monitoring platform cloud application datum server container database party service stack observable capability team downtime performance issue customer good user experience
526,Digiquant,development operation business support system software solution communication content datum service product carrier service provider user datum network service
23082,Altered,people area extreme water stress problem big impact way behaviour globe difficult lot education time way development new high tech solution time world costly tap people world old one liter minute extreme saving one minute mission solution situation wash hand flow old tap solution small simple retro fit costly time installation minute person old stupid equipment new extreme save current socket adaptor tap world solution easy world
231,DoubleDutch,event management software event industry live engagement platform application integration performance metric live event online event registration solution custom event registration page registrant information payment pre event activity correspondence registrant datum solution external event internal meeting association customer brand local association external internal corporate meeting tradeshow expos association conference headquarters additional office subsidiary
24285,Altimmune,biotechnology company vaccine biological product unmet market public health need company proprietary technology non invasive intranasal delivery proof principle animal initial human clinical study early experiment dna adenovirus immune response surface skin research application skin nose experimentation vector
22675,Aluwave,innovative company intelligent module light system technology foundation expertise thermal management unique substrate system alunatâ„¢.
381,Dimdim,browser web conferencing service open source platform user open source code server software meeting presenter desktop slide talk webcam
24253,Alvar-Pet,personalize meal plan dog individual need recipe sustainable ingredient minimizes emission value chain supplier selection energy usage logistic packaging material
24421,Alvin,company datum team data quality reliability cost governance datum lineage plug saas platform datum team entire data architecture data core technology accurate graph dataset connection column table dashboard saas platform people platform technical modern datum professional range module specific challenge testing error trace log discoverability privacy financial compliance cost control
23005,Amferia,innovative medical device solution global antibiotic resistance crisis core focus preventive healthcare goal efficient anti infective medical device bacterial infection antibiotic resistant bacteria dominant focus wound care sector preventive care wound patch need antibiotic resistant skin infection proprietary anti infective technology result research patent
347,Dubsmash,mobile application user lip audio clip section song movie quote user audio color filter text animation video
3625,Block-Renovation,renovation platform architect grade design construction labor material streamline renovation experience mission homeowner well way space contractor well way simplifie complex convoluted process intuitive experience beautiful home renovation
25083,Ampa-Medical,company healthcare service people ostomy device alternative stoma bag patient time mental physical obstacle current usage stoma bag
391,Eden,people success workplace software modern company investor
423,eero,eero wi system household use set eero typical home hyper super stable nook room video email friend home backyard
13949,Zype,infrastructure digital video cloud platform enterprise grade video web mobile tv social medium developer friendly tool customizable apis turnkey solution fast channel solution video creator distributor launch superior video product scale
21743,AnaCatum,joint software analog mixed signal design system designer advantage optimization parallel simulation reducer design time performance yield abs mission provider advanced silicon integration product human friendly behaviour interface target application robust adaptive sensor network application cognition role
7,Alkemics,big industry world archaic unstructured manufacturer retailer collaboration process new way industry landscape major challenge supply demand product year operational excellence time market omnichannel shopping experience challenge platform manufacturer retailer balanced commercial relationship side proactive efficiency product market datum quality error sustainable trustful relationship order shopper experience
8084,Gryphon-Group-Holdings,entrepreneurial insurance start exciting new protection challenger m investment capital ambition family business principle great trust adviser experience potential insurtech fresh approach customer adviser need legacy system focus intuitive proposition effortless adviser experience infrastructure digital technology support partner core platform technology partner company technology group digital interface technology partner intermediary life critical illness income protection business subject regulatory approval
123,Egalet,specialty pharmaceutical company pain management product company pipeline abuse resistant opioid pivotal testing world erosion delivery technology release drug gradual erosion tablet abuse deterrent property broad range opioid non opioid
23502,AnaptysBio,therapeutic antibody product company somatic hypermutation shm antibody discovery optimization shm body natural process potent disease key component shm technique antibodie therapeutic application iterative process natural evolution high throughput selection process antibodie versatile platform optimize antibodie specific disease target affinity mature antibodie property addition powerful approach discovery protein optimization void therapeutic antibody field string acquisition licensing deal availability technology
24894,Anatomic-Studios,team experience expertise design fashion biomechanic prosthetic team passionate creator quality life people personalize design design uniqueness human body personality style person product
24942,Anergis,clinical stage biopharmaceutical company allergy vaccine technology ultra fast desensitization vaccine pollen house dust mite allergy headquarter
25385,Animail,nordic e commerce development pet industry challenger start digital development industry nordic market leader customer different product pet food accessory toy treat supplement clothing healthcare hygiene product range dog cat small animal bird reptile fish purchase online good good consumer way door step
6066,Elucidate,rating datum analysis financial institution business revenue growth possible company rating risk pricing product lawful behavior fair open system business office team customer service risk
3949,Magma-Global,design manufacture pipe ® high performance pipe riser spool flowline application pipe ® particular deep water high pressure high temperature sour service environment management team additional backing growth programme
16930,Datatecnics,unique dataset client unprecedented knowledge health infrastructure asset lifetime downtime budgets efficient manner possible expert design delivery system infrastructure large utility energy customer hardware ground able asset digital capabilitie high quality high resolution datum turn unmatched prediction asset performance health customer easy high quality available knowledge asset health
10183,Travtus,digital employee rental community automation line intelligence natural conversation unique need customer
5367,Love-Home-Swap,home world free world big online travel club member + stylish home city holiday destination + country good level service stay
233,Enfore,enfour business platform collection versatile easy app smartphone tablet personal computer enfour solution level playing field small business instant access tool capability insight available large company goal majority small business world similar efficiency scale effect large enterprise enfore business technology competitive connected world innovative hardware powerful easy software comprehensive service enfore amazing solution business aspect
22456,Anocca,service biotechnology immunotherapeutic drug discovery drug development immunology service company precise efficient analysis t cell biology variety therapeutic harness manipulate t cell immunity number disease area cancer life science sector variety therapie vaccination strategy
10196,Outdoorsy,outdoorsy marketplace platform owner camper lot folk rvs lot folk rvs outdoorsy peer peer marketplace recreational vehicle industry passionate owner qualified renter easy safe market friction complexity current user experience choice access people rvs opportunity owner tangible income vehicle
11,Everpix,smart photo platform effortless way life photo collection picture organize photo everpix dust memorie brand new light online platform user share photograph user image picture folder
8384,Guidebook,simple powerful mobile application builder app easy step technical skill gallery mobile app template feature content minute
24405,Antas,s.r.l market need concept structure matter fact new service standard reference point sector feature ability partner management support service activity public private company wide experience know company customer good solution possible specific feature need technical experience wide range service residential industrial tertiary public field service energy
23359,Antourage,antourage medium technology platform content creator interactive experience multi platform audience company mission world great live medium creator tool job media landscape company
425,Expel,security operation provider detection response remediation support threat hunt technology people issue collaborative experience ™ platform customer security operation live investigation alert step investigation unmatched transparency customer investigation incident business email compromise business application compromise phishe ransomware cryptojacke supply chain attack security operation center team time strategic security priority alert company
87,Experiment,experiment online community crowdfunde platform scientific research crowdfunding service scientific research category biology chemistry computer science medicine anthropology psychology engineering platform service researcher institution university world strategic partnership organization tulane university school medicine university person skander mzali person person denny
10216,Prozo,supply chain company tech warehousing freight network fast fulfillment supply chain technology stack control tower entire supply chain business size segment enterprise grade supply chain capability pay use basis
23874,AnyDesk,unique remote desktop access software user software unique proprietary latency free collaboration hall world firm fast remote desktop software market new usage scenario application possible current remote desktop software
13,Built-Technologies,enterprise technology company cloud construction lending software collaboration software draw management process construction loan risk loan profitability borrower experience simplifie compliance company
13950,clipkit,overall reach marketable premium video view clipkit large independent online video marketer force video syndication technology video player technology huge video library clipkit new video day advertiser publisher video producer clipkit headquarter team field ad sale publisher acquisition content product management support new office expert online video distribution marketing clipkit demand big video owner publisher need specialized video producer website editor long history variety online video campaign great understanding advertiser wish good possible content context clipkit future online video advertising content syndication approach
281,Fireblocks,platform digital asset transit transmission customer digital asset exchange counter broker hot wallet cold store bank fintech exchange liquidity provider otcs hedge fund digital asset wide range product service technology
4648,Omega-Diagnostics,subsidiary manufacture development distribution medical diagnostic product company segment infectious segment research development production marketing autoimmune test doctor patient allergie autoimmune disease segment principal product segment research development production kit detection immune reaction food clinical analysis general public clinic health professional consumer food detective test segment principal product microarray service segment research development production marketing kit diagnosis infectious disease tuberculosis fever disease malaria principal product test company diagnostic kit system hospital blood bank clinic laboratory distributor country
25689,Aporeto,comprehensive cloud native security container microservice workload infrastructure identity access control posture
555,Flipagram,popular mobile app user short photo video story music user fast app world
22597,Appfarm,code application development platform web mobile app platform user cloud application stack tool available browser development visual building block app development accessible user formal training experience program technical infrastructure cloud environment platform
14,Flipboard,magazine platform news article news source user web content personal interest content personalize social magazine social medium user news story world article video photo friend
485,Flutter-Entertainment,flutter world recognisable sport bet gaming entertainment brand flutter customer country addition exchange game portfolio multiples accumulator product area significant growth investment company price feed party white label exchange product rebrand operator share plc ticker symbol
19565,Anú-Dairy,butter market regenerative agriculture company solution soil organic carbon level traditional chemical free organic farming management soil microbiome analysis good option farmer consumer animal welfare environmental impact
21783,Appium-Technologies,vendor generation telecommunication application platform application converge market business telecom application platform service creation environment market service creation deployment platform range available application application component deployment business model enterprise consumer market segment standard business model offering market head office professional service solution area service company opportunity standard orient product company
165,Front,communication hub strong customer relationship digital channel business customer conversation relationship stake high conversation center team attention collaboration capability contextual datum multiple system team focus timely accurate communication business well customer relationship conversation time
405,Frengo,community people buzz stream opinion update question prediction game service user buzz mobile phone website open developer mobile application
23278,AppJobs.com,gig workers multi app series product stage utility gig worker job seeker right gig platform city gig economy gig worker work income datum insight earning access range service income protection financial service
9048,Melio,fintech company small business way business business payment receivables small business business payment time cash flow payment workflow simple business customer office
22267,Applied-Petroleum-Technology,high quality analyse oil industry area exploration production discipline organic inorganic geochemistry biostratigraphy sedimentology structural geology basin modelling service company combination geological service house staff extensive oil company experience
52,Funxional-Therapeutics,pharmaceutical product product candidate bn83470 treatment respiratory indication prevention surgical adhesion formation treatment stroke fx125l available small molecule therapeutic class broad spectrum chemokine inhibitor company early stage preclinical program disease autoimmune disorder pain diabetes
549,Genmab,biotechnology company human antibody therapeutic potential treatment cancer discovery development manufacturing team edge technology product unmet medical need
25712,Apptimate,secure secure multi point communication user app device thing firewall advanced elliptical curve point point geoposition mashup important datum forgetful networking mobile internet application enterprise level communication security complete control datum user datum good way datum access datum
23468,Aquafortus,brine tower mining oil gas inland desalination power generation high salinity industrial process energy use economic liquid transportation wastewater management liquid discharge
22486,AquaGreen,r&d engineering company cleantech industry new innovative solution wastewater treatment conversion low grade biomaterial resource renewable energy fertilizer product technology suitable energy efficient treatment dewatering process calorific content sludge thermal energy recoverable suitable district process heating purpose residual biochar rich plant available phosphorus suitable fertilizer product agriculture industry
387,Gojimo,brain child frustrate lack quality educational app help teacher success fellow student university relationship world educational publisher premium content like apparent time student successful company impossible university time company back investor consumer venture fund amazing founder innocent drink
299,Good-Eggs,good pioneer online grocer meal kit delivery service mission food system good company service fresh local produce meal kit occasion grocery staple wine beer spirit day delivery simple way family item category marketplace delivery footprint company steadfast mission assortment local item strict list standard addition good food company good job operation team member equity industry average
6980,Xention,biopharmaceutical company discovery development ion channel drug drug treatment atrial fibrillation overactive bladder pain autoimmune disease company
22870,Aqua-Robur-Technologies,technology measure datum order leakage deficient water quality public water pipeline technology new level autonomy thank power supply wireless state art communication functionality decentralize measurement recognition industry order leakage deficient water quality real time ambition mass adoption sensor network
22825,Aqwary,company intent incredible diving experience way diver diving community product diver information local subaquatic network dive center innovation accessible recreational diver world
1501,Qogita,global wholesale platform wide variety product brand category geographie large range organization small retailer large brand high margin great turnover labor cost technology infrastructure technology company business business trade
25300,Arantech,premier provider system communication service provider solution way operator customer way internal organisation customer need catalyst cultural change transformational force customer term revenue operational practice issue network issue ability real time lifecycle experience customer contact business infrastructure communication provider experience entire brand offer customer point business solution actionable business technical option degree view customer real time network device
6443,HolidayFox,platform book family staycation fun day kid holiday suggestion perfect package place
334,Hipcamp,hipcamp access private land camping outdoor recreation mission marketplace people discover book campsite accommodation private public land scenic spot tent nature getaway hipcamp new revenue stream landowner farmer rancher vintner land wild access camping experience experience people world company
6934,Intellisense,software company product service business innovation customer growth significant new value customer service software development website design development student business professionals service office infrastructure installation internet email message system print service
23869,Arcam,additive manufacturing solution production metal component company electron beam melt machine industrial production orthopedic implant solution additive manufacturing metal part range different material aerospace industry suite powder auxiliary equipment explosion vacuum cleaner powder handle trolley powder recovery system software metal powder service application support training service company customer implant aerospace industry
24159,ArcDia,maripoc ® test system multi analytical result patient sample analysis test system central laboratory level accuracy patient diagnostic reliability result automatic testing test system
23421,Arcellx,clinical stage biotechnology company cell therapy innovative immunotherapy patient cancer incurable disease cell therapy forward pillar medicine mission humanity cell therapie safe effective accessible lead product candidate treatment relapse refractory multiple myeloma r r ongoing study designation dosable controllable car t therapy clinic program r r aclx-002 relapse refractory acute leukemia
23749,Archii,feel able contract presentation common problem employee business document challenge problem legal experience advanced machine technology company document colleague struggle document time company document computer server employee document secure complete archive accessible think new assistant time tedious document management work able work advanced machine learn natural language process smart time
23403,Archimedes-Pharma,specialty pharmaceutical company product high grade glioma oral sustained release morphine product cancer pain nausea cancer patient formulation vitamin c alcoholics acute withdrawal intranasal fentanyl relief cancer pain company operation
4156,Hubs,3d online platform custom manufacturing access global network manufacturing service machine 3d printing injection mold sheet metal fabrication part
1253,HowCloud,￼ massive online course scalable way effective way classroom model online student course teacher marketplace teacher
10310,Fabrum,design new technology process construction detail manufacture high tolerance niche market component system facet design development manufacturing purpose facility
10301,Rainbow,cannabis tech startup wellness brand people thank virtue adaptogenic plant
4979,Insurdata,insurance reinsurance underwriter property specific data pricing underwriting portfolio management decision firm high resolution peril specific exposure building level risk datum technology mobile reality d model creation desktop mobile product
21545,Arctic-Robotics,autonomous indoor drone kind business need capable shelf solution business specific solution patent indoor navigation solution independent external sensor total darkness bright daylight
14922,Chipmetrics,test chip test element test wafer business concept builder advanced material microelectronic manufacture thin film conformality characterization mission application conformal 3d thin film product line pillarhall test chip
25173,Arctic-Security,develop threat intelligence analysis platform company feed agnostic threat intelligence platform abuse detection remediation effort secure network external threat
22473,Area9-Lyceum,group main business area human value company center legacy systems migration process optimization computer science company technology large company bank insurance company drug manufacturer close collaboration strategic partner new company activity right majority shareholde adaptive company business segment
207,Italic,modern store consumer quality good manufacturer brand low price manufacturer tool distribution technology necessary global customer base new revenue stream
241,IRCCloud,client future connect message team group communication problem wasteful meeting email real time
208,iZettle,technology banking service small business owner financial technology company mobile payment world mini chip card reader software mobile device small business owner world powerfully simple service speed ease payment checkout business management sale analytic customer engagement
24296,Ariceum-Therapeutics,radiopharmaceutical firm clinical stage detection treatment aggressive malignancy neuroendocrine hard cancer tetraxetan company primary systemic radiopharmaceutical therapy antagonist somatostatin type receptor neuroendocrine tumor simultaneous diagnosis radionuclide treatment neuroendocrine malignancy aggressive tumor childhood cancer treatment choice poor prognosis pair
25249,ARKK-Copenhagen,nordic sneaker brand co founder passion streetwear style streetwear childhood friend collection seek response launch week squad local team partner world mission sneaker brand rest sneaker fashion function confidence
19495,Ciphergrid,unique datum access technology simple form enterprise application application transaction multiple disparate remote database internet way speed functionality security database local uniqueness fact high transactional speed plug solution low total cost ownership alternative datum encryption security control mechanism use internet expensive scaleable line
24594,Arnergy,mission energy solution productive use product service system power business operation economic outcome client sustainable solution energy reliability issue market
531,KarmaCheck,employee verification software background check employment need software artificial intelligence real time actionable background check comprehensive criminal check employment verification education verification
13196,OroraTech,thermal intelligence company actionable insight sustainable enterprise launch thermal camera nanosatellite early constellation camera earth temperature datum trend customer continent commercial enterprise governmental organization company vision thermal intelligence sustainable earth people
6779,Dock,provider modern financial technology infrastructure dock business value innovation scalability customer card issue core banking service comprehensive platform modular solution mission critical process company ability new digital payment banking service market end result wide array innovative product great consumer access financial service customer experience cloud platform operational regulatory burden client valuable tool partner ecosystem
503,Kimotion-Technologies,kimotion analog design software modeling size layout tool high complexity analog functional block software circuit designer size layout complex design transistor design performance technology spin venture capital funding company office
25487,Artificial-Solutions,® specialist communication application website device humanlike natural language voice text touch input advanced conversational ® business user developer sophisticate intelligent application language dialect multiple platform channel record time ability use enormous quantity conversational datum unprecedented level datum insight customer conversational technology easy wide range natural language application virtual assistant conversational bot speech conversational smart device people private public sector deployment information
24968,Arundo-Analytics,office cloud edge software deployment management enterprise scale industrial datum science solution software industrial company organization revenue cost risk machine learn analytical solution industrial datum advanced model model insight business decision accelerator program investment stex25 stex25 select company pool startup industry collaboration technical commercial success information @arundoanalytic
184,Kojo,construction industry procurement platform trade self perform general contractor control margin procurement process inclusive digital platform field office warehouse accounting team vendor contractor visibility real time material usage workflow labor productivity access network vendor good price availability cost saving material waste contractor construction professional country day
260,Lookout,endpoint cloud security company purpose intersection enterprise personal datum datum device networks clouds cloud native security platform solution fluid flexible modern digital world organization individual great control data value enterprise size government agency consumer sensitive datum
342,Maker's-Row,maker row online marketplace manufacturer small medium sized product business row accessible list manufacturer apparel production
23785,Asante-Solutions,close relationship select group venture capitalist venture seed money early stage development insulin delivery device product
24783,Ascade,telecom software company business operation system business decision operation product modular web solution end end process support supply chain voice traffic telecom operator solution mobile operator inter operator billing settlement operational control quality traffic route company incoming outgoing statement aggregate individual level reconcile invoice statement combination automation manual control routing process information true cost margin carrier solution company implementation upgrade training maintenance support line identification verification service wireline wireless telecom operator mobile operator alternative carrier company additional office support team
1927,MasterClass,stream platform wide range subject art entertainment business design style sport gaming writing
22613,AskCody,way people meeting workplace operational efficiency entire organization friction manual process meeting booking platform workplace law firm legal service financial professional service corporate headquarters administrative task work life workplace management resource scheduling workplace visibility work environment office operational efficiency people effortless company massive efficiency modern solution manual process handful point solution productivity collaboration employee lower real estate cost comprehensive resource scheduling meeting room system tight integration ad well workplace experience end end handle cost meeting workplace utilization time meeting resource great day meeting
216,Lehigh-Technologies,specialty material company end life tire post industrial rubber high performance low cost sustainable micronized rubber powder mrps oil- rubber feedstock wide range industrial consumer application high performance tire consumer industrial plastic consumer good coating sealant construction material ™ mrps customer benefit optimize performance customer comprehensive service world large manufacturing plant annual production capacity pound world research development facility
24999,Asolvi,provider service management software small medium sized enterprise sme field service industry combine experience solution broad array field service sector supplier choice company great flexibility scalability profitability powerful product country customer engineer million contract service task mission new functionality solution market collaboration close relation customer issue need preference sme prime position robust intelligent solution service economy demand
4055,Locate-Bio,drug delivery company release drug molecule clinical stage product therapeutic protein treatment chronic low pain discovery phase treatment antimicrobial resistant infection
6832,Locus-Robotics,manufacture autonomous mobile robot e commerce retailer warehouse logistic provider technology worker order productivity fulfillment speed perfect order accuracy consumer order possible
130,LOVEFiLM,company film subscription service member members benefit dvds door film available internet device pc number player internet tvs available low price late fee available pay view basis member selection title available dvds video game instant streaming range video game rental option market gaming ® ® member film rating review additional information breakdown package
25294,Asqella,wave video camera loss prevention physical security application innovative sensor technology product customer solution capable far superior performance technology competitive unit cost
22745,Asthmatuner,digital solution goal patient control asthma process efficiency caregiver solution spirometer user control asthma patient level asthma treatment recommendation app
10382,Styla.com,styla company design automation content world company electronic fashion sport interior design segment
13197,EcoG,monetizing infrastructure api software platform cloud platform revenue stream value service fast charge fast charge experience easy
121,Mediasurface,development marketing implementation web content management software web content management system company product web building running intranet extranet web site digital channel web enterprise non technical user content administrative task functionality web site intranet product small business company web site product service company subsidiary
22207,Astralis,professional e sport organization good team world franchise player cajunb dupreeh team team team round company participation angel investor
23948,Atium,clean water large future challenge toxic pollutant large contribute factor metal toxic chemical human health goal innovation world water treatment friendly effective clean water
22164,Atlan-Space,human assemble constellation operation safe cost efficient complex mission
10401,OTHERWORLD,virtual island paradise cloud good experience entertainment art education wellness unique multi sensory immersion pod network centre venue site people celebrity team plaudit nomination
3614,SODA,customer customer marketplace user platform user sneaker legitimacy service local authentication provider buster
10405,Enrich-Social-Productions,multiplatform media format area proceed finance company mean innovation industry
6099,Lupovis,company customer business critical network asset data attacker network insider threat
24100,Atomica-Corp,power great problem time collaborative approach development manufacture innovative company breakthrough solution autonomous vehicle cell therapy molecular diagnostic genomic g internet large foundry customer ft2 manufacture campus ft2 class cleanroom company extensive experience spectrum photonics sensor microfluidic biochip component
9752,Coomtech,sustainable energy technology company novel process technology efficiency combustion process vast industry cost saving low emission
6708,Recommind,enterprise search categorization platform manage large volume information multiple source fast access right information organization time quality work product value information asset competitiveness profit
322,Menu-Next-Door,chef enthusiast walk life talent delicious meal world quality meal affordable price homemade delivery charge great food people food magic ingredient chef chance dish takeaway
488,Metapack,provider delivery management technology retailer brand platform carrier delivery service retailer brand delivery option convenience customer order able appropriate delivery service particular customer seamless personalize delivery experience manual time consume process retailer warehouse delivery management platform retailer brand delivery proposition customer loyalty website conversion customer good delivery experience
71,Nasty-Gal,online clothing store woman online platform clothing shoe accessory designer company brand old school rock roll thrill vintage chase company
527,Nauto,technology company safety commercial fleet autonomous fleet intelligent driver safety system driver vehicle road distract drive collision intelligent driver safety system driver vehicle road distract drive collision knowledge development self technology good human driving autonomy
24117,Atrenta,software platform design efficiency world semiconductor consumer electronic company solution early design insight performance power area requirement complex system chip consumer electronic revolution company design engineer risk cost traditional tool function interactive guidance system design engineer manager fast expensive path implementation complex confidence
5724,Nexeon,electronic company lithium ion battery carbon anode energy inefficiency technology potential silicon capacity lithium ion battery cycle life light battery power long lifetime charge company
32,Nexthink,global leader digital experience management company product enterprise productive digital workplace employee optimal end user experience unique combination real time analytic automation employee feedback endpoint team need modern digital workplace
466,Mimecast,software company online technology platform way company important business communication datum company mission risk user email support cost complexity user workload cloud company proprietary cloud architecture comprehensive email security service continuity single subscription service goal easy people business today security risk environment day care email document company world company office exceptional people
21,Wandera,way enterprise work datum corporate wall limitless connection rise remote work perimeter new environment new security model cloud centric unify cloud security solution modern workplace trust access application datum device cyber threat policy internet access risk exposure security simple unified offer single console broad range ecosystem integration leader analyst firm customer fast scalable global network commitment transparency late security threat finding research wide range publication multiple industry award consecutive award
22966,Auddly,hub music creator self song collaboration music right digital platform mobile app creative administrative workflow right society publisher new way information song split publisher affiliation necessary music creator
24811,Augumenta,interaction solution wearable device hand gesture augment reality company software new way application device support hub product global oem integrator developer
24836,aumio,child meditation sleep application kid friendly entertainment meditation audio game yoga exercise bedtime story collaboration expert sleep stress concentration issue
350,Mind-NRG,devote development psychiatric neurologic disease neurotrophic factor disease potential blood brain barrier receptor transport target brain disorder disease disease schizophrenia mind vivo experiment mechanism action peptide activity variety relevant disease model
24176,Aura-Financial,technology fair affordable loan family mission healthy low income community financial service underbanke unbanked proprietary scoring algorithm credit application free credit score personalize expense management guidance borrower population loan simplify manner
24013,Aurealis-Pharma,biopharmaceutical company ground medicine treatment cancer chronic wound gene cell therapie development new active molecule computational modeling nature compound key strategy outstanding interdisciplinary new business model collaboration pharmaceutical company academic research institution pre clinical cro
13304,Inseptra-Systems,telecom enterprise tool network vendor world market packet processing engine sophisticated packet processing engine large carrier telecom network traffic single unit powerful match crucial element generation g g g core packet network netviz(tm product unmatched tool computer network spot network anomaly powerful tool application control customer ability network traffic prioritization network
9796,Aurelia-Turbines,technology pedigree technology high speed technology fluid dynamic company extensive immaterial right core technology portfolio protection product application strategy team outset world class product high reliability high efficiency modular component end core expertise industrial world class partner component scalability ease integration technology investor company finance program fund different financing body local authority government
2746,Burst-Insights,short form video discovery engine brand influencer video content demand insight tool improve consumer engagement
7413,Healthcare-and-Services-Technology,global leader provision remote management technology solution diverse dedicated team excellence integrity professionalism value customer shareholder passionate difference company brand company end end monitor scheduling financial management solution diverse range industry sector
10442,Dfns,cybersecurity company custody protocol web3 app developer tool secure cloud crypto mission serenity new blockchain risk vulnerability crypto transaction easy affordable compliant regulation fintechs large bank e commerce site platform freedom battle security infrastructure api class developer experience app custodial wallet matter streamlined feature delivery security upgrade core infra keyless wallet generation process protocol client deposit digital asset peace mind decentralize custody network inner complication blockchain single point failure frictionless business environment company waitlist solution startup techstars company remote office city custody maximum security medium enquiry
