id,name,cb_description,industry1,score1,industry2,score2,industry3,score3,industry4,score4,industry5,score5
24155,Akkurate,"team, solution, self, bunch, battery",Productivity,0.371,Electrification,0.301,Hardware,0.282,Energy Storage,0.275,Security,0.27
25327,Aktivbo,"platform, company, customer, operation, aktivbo, improvement, support",Sales & CRM,0.504,Procurement,0.499,Platforms,0.476,Retail,0.465,Physical Storage,0.464
21763,Albacross,"web, platform, tool, generation, account, albacross, target, organization",Platforms,0.523,Productivity,0.521,API-First,0.507,Creator Economy,0.498,Sales & CRM,0.48
24298,Alba-Therapeutics,"autoimmunity, compound, biopharmaceutical, pharmaceutical",Life Sciences,0.387,BioTech,0.372,Longevity,0.34,Nutrition,0.33,Healthcare,0.324
131,Citymapper,"cities, city, choice, address, citymapper",Location Services,0.538,Infrastructure Tech,0.441,Transportation,0.43,Mobility,0.422,Travel,0.392
22810,Alertix,"tool, commercialize, discovery, tk, method, growth, research",AdTech,0.477,3D Printing,0.477,Business Intelligence,0.46,Industrial IoT,0.459,BioTech,0.424
3583,Clarity-AI,"government, company, organization, office, management, analytic, sustainability",Energy Efficiency,0.639,Climate Tech/CleanTech,0.617,GreenTech,0.598,Biodiversity,0.578,Fashion,0.566
331,CipherCloud,"protection, encryption, privacy, compliance, security, risk, prevention",Cybersecurity,0.747,InfoSec,0.734,Security,0.672,Payments,0.577,Defense,0.561
4629,Pollen---Social-Platform,"platform, publish, place, microblog",Social Networks,0.655,Creator Economy,0.571,Media,0.559,Sharing Economy,0.501,Esports,0.482
24979,AlexisHR,"business, hr, datum, employee, management",Human Resources,0.604,Professional Services,0.548,Sales & CRM,0.504,Productivity,0.488,Physical Storage,0.438
23543,Algiecel,"microalgae, fermentation, biomass, biogas, photobioreactor",Gut Microbiome,0.508,Energy Generation,0.412,Hardware,0.4,Materials,0.39,GreenTech,0.369
2996,GoSquared,"platform, customer, business, marketing, company, chat",Social Networks,0.627,Communications,0.596,Platforms,0.593,MarTech,0.59,Sharing Economy,0.584
22534,Alight,"purchase, business, agreement, enterprise, company",Procurement,0.726,Sales & CRM,0.552,Physical Storage,0.517,E-commerce,0.501,Retail,0.499
23439,Aligos-Therapeutics,"pipeline, strategy, company, experience, expertise, nash, leader, development",Sales & CRM,0.675,Professional Services,0.555,Procurement,0.537,Productivity,0.536,RegTech,0.482
17766,Kepler-Energy,"return, chain, turbine, access, velocity, unit, licence, scale, rotor, measurement, globe, instrumentation, power, supply, strength, resource, energy, phase",Energy Storage,0.581,Hardware,0.567,Energy Distribution,0.543,Industrial Tech,0.54,Electrification,0.507
414,Coalition,"tool, threat, attack, cyber, security, cybersecurity",InfoSec,0.731,Cybersecurity,0.721,Defense,0.657,Security,0.592,Industrial Tech,0.541
23193,Aline---Learn-Better,"knowledge, skill, professional, education, culture, angel, learner, validation, course",EdTech,0.516,Professional Services,0.493,Sport & Wellness,0.467,FamilyTech,0.455,Sales & CRM,0.446
116,Clinkle,"wallet, payment, transaction",Payments,0.548,FinTech,0.327,Crypto,0.298,E-commerce,0.277,Procurement,0.26
23511,Alios-BioPharma,"platform, agent, engineering, activator, viruse, product, interferon, technology, variety, activation",Semiconductors,0.602,Hardware,0.592,Industrial IoT,0.509,Manufacturing,0.507,Nano,0.507
517,Codecademy,"student, learner, skill, codecademy",Developer Tools,0.502,Computer Vision,0.449,EdTech,0.447,Robotics,0.413,Design,0.41
23759,Alkalon,"gum, nicotine, smoke, smoking",Happiness & Wellbeing,0.348,Psychedelics,0.335,FemTech,0.325,SexTech,0.316,Longevity,0.313
146,Collibra,"platform, business, datum, transformation, data, collaborate, company",Data Management,0.581,Data Infrastructure,0.58,Platforms,0.573,Sales & CRM,0.557,Cloud Infrastructure,0.556
354,Confluent,"pipeline, stream, source",Sales & CRM,0.29,Video/Audio,0.268,Carbon Capture,0.243,Cloud Ops,0.243,Generative AI,0.235
23292,All-Aboard,"planet, carbon, footprint, emission",Carbon Capture,0.622,Carbon Removal,0.612,GreenTech,0.524,Climate Tech/CleanTech,0.517,Circular Economy,0.473
25636,All-Ears,"telemarketing, association, organization, job, people, company",Sales & CRM,0.603,MarTech,0.581,Professional Services,0.533,InsurTech,0.507,Telecoms,0.499
6926,GrandNanny,"training, school, childcare",FamilyTech,0.595,Sport & Wellness,0.472,Professional Services,0.422,Beauty,0.373,EdTech,0.353
344,Cowboy,"rider, bike, peddle, saddle",Mobility,0.328,Transportation,0.303,Electrification,0.25,Robotics,0.245,Circular Economy,0.233
22388,Alligator-Bioscience,"pipeline, platform, iia, candidate, development, project, library, company",Sales & CRM,0.549,Industrial IoT,0.512,Platforms,0.504,RegTech,0.503,Productivity,0.494
316,Criteo,"growth, scale, datum, roi, ingenuity, performance",Productivity,0.458,Business Intelligence,0.395,Future of Work,0.381,Sales & CRM,0.369,3D Printing,0.367
134,Crowdpac,"platform, participation, support, change, use",Platforms,0.538,Social Networks,0.531,Esports,0.485,Sharing Economy,0.482,Creator Economy,0.476
23427,AlloCure,"bone, injury, marrow, transplant, cell, kidney",Healthcare,0.418,Longevity,0.369,MedTech,0.329,Gut Microbiome,0.298,Transportation,0.295
24773,ALPA-Kids,"nature, company, culture, learn, learning, researcher, content, example",Media,0.563,Entertainment,0.547,Design,0.547,Biodiversity,0.544,Creator Economy,0.533
24807,Alpakka-Media,"animation, games, dvd, tv, cd",Video/Audio,0.547,Entertainment,0.481,AR/MR/VR,0.465,Gaming,0.453,Metaverse,0.452
25699,Alphagreen-Group,"brand, distribution, asset, marketplace, product, brands, demand, consumer, acquisition, sale",Procurement,0.71,Sales & CRM,0.643,E-commerce,0.619,Fashion,0.599,Entertainment,0.565
22085,Alpha-Paw,"planet, cause, mission, product, life, problem",Space Tech,0.515,Energy Generation,0.375,Data Centers,0.363,Carbon Removal,0.355,Future of Work,0.349
21942,AlphaSense,"business, customer, market, institution, professional, enterprise, company",Sales & CRM,0.68,Professional Services,0.634,Procurement,0.609,Physical Storage,0.589,Retail,0.579
57,Culture-Amp,"type, business, culture, hand, experience, opportunity, enterprise, technology",Fashion,0.561,Design,0.557,Sales & CRM,0.543,Future of Work,0.543,Mobile,0.538
27,Cutover,"platform, communication, visualization, infrastructure, datum, event, analyze, flow, data, performance",Business Intelligence,0.642,Data Infrastructure,0.581,Cloud Infrastructure,0.571,Industrial IoT,0.565,Analytics,0.563
24641,Alphaville,"business, construction, communication, industry, carbon, management, hotel",Travel,0.645,GreenTech,0.63,Climate Tech/CleanTech,0.63,PropTech,0.608,Food & Beverage,0.599
22651,Alt,"store, sell, asset, card",E-commerce,0.436,Payments,0.431,Physical Storage,0.421,Procurement,0.418,Sales & CRM,0.394
449,Deepnote,"project, team, datum, asset, time",Productivity,0.536,Future of Work,0.368,Design,0.306,Space Tech,0.302,Industrial IoT,0.3
2658,Skin-+-Me,"cream, guidance, skin",Beauty,0.305,Healthcare,0.281,Security,0.228,Nutrition,0.192,API-First,0.185
114,Datadog,"platform, server, downtime, database, monitor, cloud, datadog, application",Cloud Infrastructure,0.636,Data Infrastructure,0.624,Big Data,0.604,Edge Computing,0.6,Cloud Computing,0.595
526,Digiquant,"business, operation, support, system, service, solution, bill",Procurement,0.582,Industrial Tech,0.548,Sales & CRM,0.535,Physical Storage,0.514,Payments,0.51
23082,Altered,"upgrade, adaptor, education, socket, installation, liter, area, globe, retro, tech, increase, equipment",Hardware,0.573,Industrial IoT,0.513,Telecoms,0.499,Electrification,0.495,Industrial Tech,0.483
231,DoubleDutch,"datum, meeting, event, information, integration, activity, conference, association, page, expos",Productivity,0.464,Business Intelligence,0.448,Entertainment,0.443,Space Tech,0.436,Esports,0.417
24285,Altimmune,"vaccine, intranasal, adenovirus",BioTech,0.199,Cybersecurity,0.149,Healthcare,0.138,Life Sciences,0.129,Defense,0.117
22675,Aluwave,"design, system, lighting, technology",Industrial Tech,0.501,Manufacturing,0.471,Hardware,0.444,3D Printing,0.435,Automotive,0.425
381,Dimdim,"web, share, webcam, download, software, code, source, chat",Video/Audio,0.675,Communications,0.564,Social Networks,0.534,Connected Life,0.507,Cybersecurity,0.501
24253,Alvar-Pet,"packaging, supplier, chain, recipe, ingredient",Procurement,0.586,Logistics,0.577,Supply Chains,0.499,Physical Storage,0.491,Food & Beverage,0.469
24421,Alvin,"control, team, cost, plug, challenge, people, company, co, privacy, datum, connection, saas",Procurement,0.586,Productivity,0.551,Sharing Economy,0.55,Sales & CRM,0.541,Communications,0.528
23005,Amferia,"infection, bacteria, healthcare, wound",Gut Microbiome,0.489,Healthcare,0.469,MedTech,0.378,Longevity,0.343,Health Tech,0.339
347,Dubsmash,"movie, animation, videotape, clip, video, song, section, audio",Video/Audio,0.741,Entertainment,0.542,Media,0.459,Search,0.457,Computer Vision,0.437
3625,Block-Renovation,"material, design, labor, construction, experience, process, architect, renovation, work, contractor",Manufacturing,0.63,Design,0.556,3D Printing,0.521,Industrial Tech,0.51,Procurement,0.506
25083,Ampa-Medical,"device, bag, usage, time",Connected Life,0.375,Hardware,0.361,IoT,0.348,Edge Computing,0.342,Mobile,0.339
423,eero,"eeros, eero, nook",Creator Economy,0.249,Sharing Economy,0.22,Crypto,0.187,Communications,0.185,Web3,0.182
13949,Zype,"channel, infrastructure, tv, video",Telecoms,0.656,Communications,0.623,Video/Audio,0.619,Media,0.577,Entertainment,0.571
21743,AnaCatum,"network, analog, sensor, provider, integration, signal",Telecoms,0.561,IoT,0.532,Network Infrastructure,0.52,5G Networks,0.513,Industrial IoT,0.512
7,Alkemics,"speed, platform, relationship, order, challenge, world, time, datum, product, experience, omnichannel, manufacturer, supply, process, face, error, way",Procurement,0.545,Hardware,0.545,Industrial IoT,0.505,Sales & CRM,0.488,Productivity,0.488
8084,Gryphon-Group-Holdings,"platform, system, subject, interface, infrastructure, capital, technology, intermediary, launch, insurtech, adviser, core",Hardware,0.577,Industrial IoT,0.566,FinTech,0.551,Design,0.538,Platforms,0.527
123,Egalet,"opioid, tablet, drug, pharmaceutical",Healthcare,0.436,Psychedelics,0.427,Life Sciences,0.369,Neuro,0.351,Longevity,0.317
23502,AnaptysBio,"disease, antibody, protein, antibodie",Gut Microbiome,0.372,Longevity,0.345,Healthcare,0.313,BioTech,0.295,Life Sciences,0.273
24894,Anatomic-Studios,"design, personality, fashion, experience, style, quality",Design,0.57,Fashion,0.567,Beauty,0.536,SexTech,0.453,E-commerce,0.45
24942,Anergis,"vaccine, dust, pollen",Carbon Removal,0.215,Gut Microbiome,0.205,Carbon Capture,0.205,Connected Life,0.202,Healthcare,0.195
25385,Animail,"pet, fish, toy, good, door, animal, bird, dog, e, reptile",Space Tech,0.37,Defense,0.368,Biodiversity,0.368,Hardware,0.364,SexTech,0.338
6066,Elucidate,"risk, rating",InfoSec,0.267,Disinformation,0.261,Cybersecurity,0.252,Security,0.217,SexTech,0.214
3949,Magma-Global,"accelerate, pipe, flowline",3D Printing,0.263,Sales & CRM,0.237,Automation,0.23,Payments,0.217,Robotics,0.207
16930,Datatecnics,"system, customer, digitise, infrastructure, datum, ground, datatecnic, hardware, transform, client, delivery",Hardware,0.611,Industrial IoT,0.6,Cloud Infrastructure,0.577,Data Infrastructure,0.572,Telecoms,0.57
5367,Love-Home-Swap,"destination, holiday, travel",Travel,0.642,Transportation,0.461,Mobility,0.39,Sharing Economy,0.347,Entertainment,0.341
233,Enfore,"business, tool, collection, world, use, solution, access, company, service, goal, field, level, efficiency, enterprise, playing",Productivity,0.632,Sales & CRM,0.6,Procurement,0.597,Physical Storage,0.58,Platforms,0.545
22456,Anocca,"vaccination, immunology, immunotherapeutic, immunity",Gut Microbiome,0.45,Longevity,0.39,BioTech,0.371,FemTech,0.35,InfoSec,0.342
10196,Outdoorsy,"peer, industry, opportunity, marketplace, complexity, experience, choice, market",Sharing Economy,0.689,Procurement,0.59,Sales & CRM,0.585,E-commerce,0.584,Platforms,0.581
11,Everpix,"image, brand, share, photograph, picture, life, user, photo",Creator Economy,0.531,Social Networks,0.526,Media,0.508,Sharing Economy,0.487,Design,0.469
24405,Antas,"company, customer, support, supply, sector, service, partner, structure, market, management",Procurement,0.716,Sales & CRM,0.697,Physical Storage,0.655,Logistics,0.617,Professional Services,0.617
23359,Antourage,"antourage, tool, creator, mission, job, experience, world, company",Creator Economy,0.544,Design,0.503,Productivity,0.494,Future of Work,0.491,Sales & CRM,0.481
425,Expel,"alert, detection, compromise, attack, operation, security, ransomware, cryptojacke, investigation, step, threat",Cybersecurity,0.784,InfoSec,0.751,Security,0.572,Defense,0.546,Network Infrastructure,0.461
87,Experiment,"platform, crowdfunding, category, service, computer, community",Platforms,0.647,Sharing Economy,0.637,Creator Economy,0.607,Crypto,0.58,DeFi,0.569
10216,Prozo,"freight, business, company, warehousing, enterprise, fulfillment",Logistics,0.847,Physical Storage,0.792,Supply Chains,0.786,Procurement,0.656,Retail,0.615
23874,AnyDesk,"help, usage, month, scenario, user, collaboration, world, access, hall",Productivity,0.512,Location Services,0.435,API-First,0.428,Sharing Economy,0.426,Social Networks,0.404
13,Built-Technologies,"risk, compliance, experience",RegTech,0.434,Security,0.427,Cybersecurity,0.407,InsurTech,0.395,InfoSec,0.356
13950,clipkit,"publisher, clipkit, library, content, website",Creator Economy,0.525,Media,0.465,Video/Audio,0.458,Platforms,0.396,Social Networks,0.394
281,Fireblocks,"broker, exchange, store, otcs",Procurement,0.457,Physical Storage,0.451,Retail,0.42,E-commerce,0.401,Logistics,0.397
4648,Omega-Diagnostics,"reaction, distribution, distributor, production, company, food, product, marketing, analysis, country, consumer, research, development, subsidiary",Procurement,0.641,Food & Beverage,0.639,Sales & CRM,0.631,Logistics,0.595,Supply Chains,0.587
22597,Appfarm,"web, platform, tool, application, app, user, launch, cloud",Platforms,0.575,API-First,0.56,Cloud Ops,0.556,Cloud Computing,0.544,Cloud Infrastructure,0.509
14,Flipboard,"news, magazine, medium, article",Media,0.708,Entertainment,0.466,Creator Economy,0.443,Disinformation,0.414,MarTech,0.411
485,Flutter-Entertainment,"gaming, multiples, world, sport, flutter, game, area, entertainment, party, country",Esports,0.66,Gaming,0.653,Metaverse,0.539,Mobile,0.497,Entertainment,0.489
19565,Anú-Dairy,"agriculture, farming, welfare, farmer, soil",AgTech,0.621,Biodiversity,0.524,Industrial Tech,0.5,Energy Generation,0.499,Social Impact,0.497
21783,Appium-Technologies,"platform, business, head, deployment, opportunity, solution, company, office, standard, product, vendor, model, service, consumer, market, environment, component, application, enterprise",Platforms,0.628,Sales & CRM,0.596,Hardware,0.59,Procurement,0.588,Cloud Ops,0.583
165,Front,"customer, business, relationship, team, hub, visit, system, time",Sales & CRM,0.622,Productivity,0.562,Sharing Economy,0.545,Communications,0.504,Procurement,0.501
405,Frengo,"phone, website, update, stream, service, user, people, game, community",Social Networks,0.646,Esports,0.606,Communications,0.57,Sharing Economy,0.555,Video/Audio,0.548
23278,AppJobs.com,"worker, workers, work, job",Future of Work,0.47,Industrial Tech,0.42,Productivity,0.372,Human Resources,0.363,Industrial IoT,0.348
9048,Melio,"business, customer, office, fintech, company, time",Sales & CRM,0.659,Professional Services,0.59,FinTech,0.588,Procurement,0.563,Payments,0.562
22267,Applied-Petroleum-Technology,"staff, industry, oil, experience, service, production, company, quality",Manufacturing,0.619,Procurement,0.588,Professional Services,0.562,Supply Chains,0.559,Logistics,0.558
52,Funxional-Therapeutics,"disease, pain, disorder, inhibitor, diabetes, treatment, prevention, stroke",Healthcare,0.515,Longevity,0.394,Happiness & Wellbeing,0.391,Psychedelics,0.39,Nutrition,0.369
549,Genmab,"therapeutic, cancer, antibody, treatment",BioTech,0.367,Psychedelics,0.352,Life Sciences,0.351,Longevity,0.337,Healthcare,0.315
25712,Apptimate,"datum, mashup, point, way, thing",Entertainment,0.308,Space Tech,0.295,Productivity,0.285,Sharing Economy,0.273,Video/Audio,0.261
23468,Aquafortus,"salinity, inland, desalination, wastewater",OceanTech,0.527,Carbon Removal,0.464,Energy Generation,0.411,GreenTech,0.408,Biodiversity,0.395
22486,AquaGreen,"sludge, biochar, wastewater, agriculture, plant, phosphorus, fertilizer",GreenTech,0.507,Energy Generation,0.504,AgTech,0.46,Gut Microbiome,0.456,Materials,0.452
387,Gojimo,"student, child, teacher, university",EdTech,0.367,FamilyTech,0.364,Healthcare,0.359,Social Impact,0.261,Professional Services,0.255
299,Good-Eggs,"feed, food, staple, addition, wine, beer, grocer, meal, grocery, occasion",Food & Beverage,0.418,Nutrition,0.413,SexTech,0.401,Sport & Wellness,0.377,Gut Microbiome,0.374
6980,Xention,"bladder, disease, pain, drug, treatment",Healthcare,0.356,Psychedelics,0.351,Longevity,0.245,Happiness & Wellbeing,0.227,Gut Microbiome,0.218
22870,Aqua-Robur-Technologies,"pipeline, network, order, industry, mass, power, supply, water, leakage, level, state",Infrastructure Tech,0.612,Energy Distribution,0.606,Industrial Tech,0.584,Industrial IoT,0.55,Data Centers,0.547
22825,Aqwary,"diving, diver, dive",OceanTech,0.391,Esports,0.267,Autonomous Driving,0.252,Travel,0.251,Gaming,0.243
1501,Qogita,"brand, business, company, organization, category, retailer, trade, product",Procurement,0.703,Fashion,0.645,Sales & CRM,0.613,E-commerce,0.597,Logistics,0.585
25300,Arantech,"brand, customer, operator, device, provider, service, premier",Sharing Economy,0.526,Telecoms,0.517,Sales & CRM,0.505,Communications,0.504,Procurement,0.498
6443,HolidayFox,"discover, book, suggestion, kid",Generative AI,0.314,Future of Work,0.268,Space Tech,0.256,Search,0.25,Nano,0.248
334,Hipcamp,"accommodation, tent, campsite, camping",Travel,0.517,Sharing Economy,0.348,Esports,0.303,Location Services,0.297,GreenTech,0.273
6934,Intellisense,"system, customer, installation, product, email, support, service, website, training",Procurement,0.575,Industrial Tech,0.564,Hardware,0.546,Industrial IoT,0.536,Cloud Infrastructure,0.519
23869,Arcam,"powder, cleaner, trolley, vacuum, aerospace",Space Tech,0.494,Manufacturing,0.435,Supply Chains,0.42,Materials,0.407,Transportation,0.407
24159,ArcDia,"analysis, sample, result, test, laboratory",Business Intelligence,0.385,Sales & CRM,0.377,Procurement,0.356,Healthcare,0.341,Productivity,0.316
23421,Arcellx,"therapy, immunotherapy, clinic, patient, treatment, medicine",Healthcare,0.569,Longevity,0.398,BioTech,0.389,Life Sciences,0.368,Psychedelics,0.326
23749,Archii,"document, server, presentation, machine, technology, language, processing, colleague, computer",Hardware,0.533,Creator Economy,0.526,Cloud Infrastructure,0.521,Communications,0.514,Future of Work,0.504
23403,Archimedes-Pharma,"treat, relief, morphine, pain, patient",Healthcare,0.513,Happiness & Wellbeing,0.361,Psychedelics,0.341,MedTech,0.321,Health Tech,0.291
4156,Hubs,"metal, machine, network, custom, service, access",Sharing Economy,0.506,Industrial IoT,0.505,Industrial Tech,0.492,Cybersecurity,0.484,Network Infrastructure,0.483
1253,HowCloud,"student, teacher, classroom",EdTech,0.36,Healthcare,0.351,Neuro,0.281,Communications,0.276,Productivity,0.275
10310,Fabrum,"design, research, construction, detail, purpose, facility, development, manufacturing, technology",Manufacturing,0.619,Industrial Tech,0.564,3D Printing,0.509,Supply Chains,0.505,Logistics,0.488
4979,Insurdata,"insurance, reinsurance, risk, pricing, portfolio",InsurTech,0.556,Professional Services,0.396,Sales & CRM,0.382,RegTech,0.376,Procurement,0.356
21545,Arctic-Robotics,"drone, sensor, solution",Robotics,0.377,Defense,0.32,AgTech,0.32,IoT,0.318,Automation,0.315
14922,Chipmetrics,"line, business, film, product, test, application",Sales & CRM,0.624,Procurement,0.563,AdTech,0.54,Industrial IoT,0.51,MarTech,0.494
25173,Arctic-Security,"abusesa, abuse, threat",Cybersecurity,0.365,Extremism,0.355,Security,0.336,InfoSec,0.326,Disinformation,0.239
22473,Area9-Lyceum,"group, collaboration, centers, technology, migration, science, partner, activity",Future of Work,0.551,Sharing Economy,0.52,Mobility,0.495,Social Networks,0.48,Gaming,0.474
207,Italic,"consumer, manufacturer, brand, customer",Procurement,0.516,Sales & CRM,0.495,Sharing Economy,0.453,Beauty,0.45,MarTech,0.433
208,iZettle,"banking, payment, chip, checkout, funding",Payments,0.671,FinTech,0.622,DeFi,0.54,Crypto,0.462,Economic Empowerment,0.449
24296,Ariceum-Therapeutics,"antagonist, receptor, neuroendocrine, somatostatin",Psychedelics,0.258,Neuro,0.242,Web3,0.218,Procurement,0.214,API-First,0.178
25249,ARKK-Copenhagen,"brand, founder, launch",Creator Economy,0.363,Design,0.274,Esports,0.274,Entertainment,0.27,Sharing Economy,0.268
19495,Ciphergrid,"use, access, ownership, datum, way",Cybersecurity,0.319,Data Management,0.307,Sharing Economy,0.302,Data Centers,0.276,Data Infrastructure,0.276
24594,Arnergy,"business, operation, market, mission, product, client, service, use",Sales & CRM,0.64,Procurement,0.617,Physical Storage,0.574,Platforms,0.571,Sharing Economy,0.561
531,KarmaCheck,"verification, check, software",Payments,0.337,Cybersecurity,0.329,Automation,0.278,Developer Tools,0.266,Security,0.266
13196,OroraTech,"nanosatellite, constellation, temperature",Nano,0.288,Space Tech,0.205,BioTech,0.187,Location Services,0.173,Semiconductors,0.158
6779,Dock,"infrastructure, technology, scalability, dock, innovation",Cloud Ops,0.584,Cloud Computing,0.54,Cloud Infrastructure,0.518,Data Centers,0.486,Infrastructure Tech,0.48
503,Kimotion-Technologies,"transistor, circuit, kimotion, analog",Semiconductors,0.38,Hardware,0.307,Quantum Computing,0.302,Neuro,0.26,AdTech,0.225
25487,Artificial-Solutions,"platform, business, specialist, developer, channel, deployment, time, device, technology, ability, sector, touch, website, application",Mobile,0.652,Platforms,0.612,Communications,0.604,Hardware,0.601,Telecoms,0.585
24968,Arundo-Analytics,"stex, cost, accelerator, machine, program, model, cloud, software",Cloud Infrastructure,0.547,API-First,0.525,Data Storage,0.497,Big Data,0.496,Cloud Computing,0.491
184,Kojo,"procurement, professional, vendor, contractor, construction, warehouse",Procurement,0.701,Physical Storage,0.65,Supply Chains,0.642,Logistics,0.631,Manufacturing,0.574
260,Lookout,"control, purpose, security, safeguard",Security,0.623,Cybersecurity,0.556,Defense,0.434,InfoSec,0.433,Industrial Tech,0.372
23785,Asante-Solutions,insulin,Nutrition,0.223,Healthcare,0.175,Longevity,0.153,Life Sciences,0.116,Psychedelics,0.112
24783,Ascade,"chain, operator, operation, maintenance, support, operators, supply, automation, service, implementation, training",Logistics,0.645,Manufacturing,0.633,Supply Chains,0.62,Industrial IoT,0.615,Industrial Tech,0.605
1927,MasterClass,"writing, subject, masterclass",Design,0.288,Productivity,0.275,LegalTech,0.274,EdTech,0.274,Neuro,0.273
3051,RazorSecure,"truck, car, network, bus, plane",Transportation,0.656,Mobility,0.572,Automotive,0.564,Telecoms,0.537,Autonomous Driving,0.512
22613,AskCody,"collaboration, firm, people, organization, company, office, productivity, employee, scheduling, workplace, booking, headquarters, management",Productivity,0.634,Sales & CRM,0.571,Future of Work,0.563,Human Resources,0.556,Professional Services,0.548
216,Lehigh-Technologies,"tire, range, benefit, cost, good, customer, replace, tailor, service, consumer, s",Procurement,0.548,E-commerce,0.52,Sales & CRM,0.485,Fashion,0.483,Logistics,0.468
24999,Asolvi,"functionality, solution, customer, experience, provider, contract, service, issue, scalability, task, need, mission",Procurement,0.622,Platforms,0.584,Sales & CRM,0.576,Cloud Infrastructure,0.563,E-commerce,0.549
4055,Locate-Bio,"control, chronic, pain, product, drug, treatment, infection, company",Healthcare,0.636,Procurement,0.538,Beauty,0.51,MedTech,0.5,Sport & Wellness,0.462
6832,Locus-Robotics,"consumer, retailer, warehouse, order, commerce, fulfillment",Logistics,0.746,Physical Storage,0.731,Supply Chains,0.665,Procurement,0.661,E-commerce,0.66
130,LOVEFiLM,"member, members, player, support, subscription, basis, ray",Creator Economy,0.376,Sharing Economy,0.348,Communications,0.325,Esports,0.324,Video/Audio,0.318
25294,Asqella,"camera, sensor, video",Video/Audio,0.443,Robotics,0.412,Connected Life,0.4,Computer Vision,0.397,IoT,0.397
22745,Asthmatuner,"asthma, spirometer",Healthcare,0.323,Sport & Wellness,0.207,Psychedelics,0.195,Health Tech,0.185,MedTech,0.185
10382,Styla.com,"content, design, fashion",Design,0.612,Fashion,0.606,Creator Economy,0.53,Entertainment,0.507,Media,0.502
13197,EcoG,"value, monetizing, revenue",DeFi,0.383,Sharing Economy,0.376,Creator Economy,0.373,Platforms,0.365,Crypto,0.364
121,Mediasurface,"business, company, marketing, manage, management, enterprise, subsidiary",Professional Services,0.61,Sales & CRM,0.585,Procurement,0.573,Physical Storage,0.57,Food & Beverage,0.557
22207,Astralis,"team, sport, angel, world, player",Esports,0.465,Gaming,0.339,Entertainment,0.321,Sport & Wellness,0.32,Travel,0.315
23948,Atium,"metal, chemical, water",Materials,0.531,Hardware,0.392,Crypto,0.386,Nano,0.384,Chemicals,0.368
10401,OTHERWORLD,"pod, team, centre, people, celebrity, nomination",Esports,0.447,Entertainment,0.427,Media,0.396,Creator Economy,0.382,Sharing Economy,0.355
3614,SODA,"platform, legitimacy, marketplace",Platforms,0.603,Sharing Economy,0.509,Creator Economy,0.415,Web3,0.385,Cloud Computing,0.379
24100,Atomica-Corp,"solution, internet, therapy, time, problem, customer, itar, diagnostic, sensor, help, experience, approach, partner, development",Healthcare,0.618,MedTech,0.545,Industrial IoT,0.53,Sales & CRM,0.522,IoT,0.505
9752,Coomtech,"efficiency, combustion, energy, emission",Climate Tech/CleanTech,0.554,Energy Storage,0.534,Carbon Removal,0.534,Energy Efficiency,0.509,Carbon Capture,0.501
6708,Recommind,"search, categorization, information, source",Search,0.625,Location Services,0.471,Media,0.426,Analytics,0.406,Business Intelligence,0.401
322,Menu-Next-Door,"food, chef, meal",Food & Beverage,0.534,Nutrition,0.413,Sport & Wellness,0.408,Travel,0.364,Happiness & Wellbeing,0.34
488,Metapack,"order, retailer, warehouse, delivery, management, enterprise",Physical Storage,0.757,Logistics,0.751,Supply Chains,0.724,Procurement,0.671,Retail,0.666
71,Nasty-Gal,"platform, store, accessory, woman, clothing, shoe, school",Fashion,0.55,Beauty,0.519,E-commerce,0.443,Sharing Economy,0.429,Design,0.403
527,Nauto,"collision, road, vehicle, driver, drive",Autonomous Driving,0.494,Transportation,0.464,Mobility,0.435,Automotive,0.423,Security,0.388
24117,Atrenta,"electronic, semiconductor, chip, engineer",Semiconductors,0.671,Deep Tech,0.552,Hardware,0.53,Quantum Computing,0.447,InsurTech,0.437
5724,Nexeon,"lithium, ion, silicon, carbon",Energy Storage,0.454,Materials,0.449,Semiconductors,0.441,Hardware,0.441,Nano,0.385
32,Nexthink,"automation, leader, workplace, employee, management, enterprise, company",Future of Work,0.672,Industrial IoT,0.643,Robotics,0.639,Automation,0.609,Industrial Tech,0.594
466,Mimecast,"cost, user, email, subscription, way",Sharing Economy,0.437,Creator Economy,0.433,Platforms,0.411,Procurement,0.404,E-commerce,0.389
21,Wandera,"console, network, access, internet, cyber, security, connection, offer, cloud, way",Cybersecurity,0.638,Cloud Infrastructure,0.602,Network Infrastructure,0.599,Data Centers,0.599,Telecoms,0.579
22966,Auddly,"platform, publisher, collaboration, workflow, hub, project, need, management",Productivity,0.605,Creator Economy,0.602,Platforms,0.549,Sharing Economy,0.506,API-First,0.491
24811,Augumenta,"hand, interaction, gesture",AR/MR/VR,0.383,Communications,0.374,Neuro,0.341,Hardware,0.34,Robotics,0.324
24836,aumio,"exercise, concentration, yoga, meditation",Happiness & Wellbeing,0.65,Psychedelics,0.369,Sport & Wellness,0.335,Energy Generation,0.267,Nutrition,0.24
350,Mind-NRG,"treat, disease, disorder, schizophrenia",Psychedelics,0.6,Happiness & Wellbeing,0.41,Healthcare,0.392,Life Sciences,0.304,Longevity,0.272
24176,Aura-Financial,"loan, borrower, credit",FinTech,0.49,DeFi,0.48,Payments,0.456,Economic Empowerment,0.406,Procurement,0.36
