id,name,cb_description,industry1,score1,industry2,score2,industry3,score3,industry4,score4,industry5,score5
24050,Agile-Therapeutics,agile therapeutic specialty pharmaceutical company engage development woman healthcare product offer low estrogen dose transdermal contraceptive patch system deliver combination levonorgestrel ethinylestradiol forward think woman healthcare company dedicate fulfil unmet health need woman,FemTech,0.404,Health Tech,0.394,Beauty,0.362,Healthcare,0.361,MedTech,0.289
25080,Agoprene,agoprene materialtech company develop furniture foam plant fiber reduce petrochemical usage furniture industry foam completely free petrochemical contact mode mail physical address,Materials,0.316,Circular Economy,0.301,Physical Storage,0.295,Beauty,0.249,Carbon Capture,0.231
23858,agreement24-avtal24,agreement24 legal service company use document automation technology web application legal content deliver legal service consumer business version virtual lawyer launch market avtal24 agreement24 s cloud base platform build unique software easy efficient scale new market product regardless jurisdiction law create question flow user design database agreement efficiently complex legal market big opportunity new technology completely transform enhance customer experience legal help,LegalTech,0.633,Cloud Computing,0.453,Sales & CRM,0.438,DeFi,0.415,Data Infrastructure,0.411
320,Foodily,foodily offer new way search recipe easily browse broad selection recipe online big chef come blogger one right foodily make business understand thing cook time calorie ingredient fight cancer refining search criterion easy pie time recipe compared view personally rank order accord important community like friend recommend great recipe beg organize collection label way medium note tag share talk foodily build tool create collection recipe express unique taste mood memory share favorite bit playlist food foodily learn friend like benefit recipe decision connect recipe friend recipe share result search share recipe simple,Food & Beverage,0.452,Creator Economy,0.357,Search,0.297,Nutrition,0.288,MarTech,0.267
174,Funding-Circle,funding circle found business give finance grow investor make poor return simple idea let support lend directly business fund circle investor earn attractive return well provide future business fast easy access funding grow create job support local community drive economy forward believe well,Economic Empowerment,0.518,Sharing Economy,0.463,DeFi,0.461,Social Impact,0.448,FinTech,0.418
288,Beam-Impact,beam social impact tech company provide app allow customer discover mission drive brand impact shop e commerce integration beam connect partner brand vet nonprofit reflect value allow customer choose nonprofit check brand donate portion purchase additional cost beam mission create community conscious consumer mission lead brand high impact nonprofit order impact accessible rewarding,Sales & CRM,0.457,Creator Economy,0.401,Sharing Economy,0.352,Mobility,0.35,Transportation,0.347
494,Beauty-Pie,beauty buyer club give member access high quality beauty wellness product transparent factory cost price directly -party supplier premium skincare makeup haircare body care candle fragrance accessory nutritional supplement,Beauty,0.52,Creator Economy,0.297,Fashion,0.281,Sharing Economy,0.28,Retail,0.262
103,GenSight-Biologics,develop gene therapy base treatment retinal degenerative disease privately own biopharmaceutical company dedicate development commercialization gene therapy base treatment retinal degenerative disease base recent result obtain team scientific founder company develop innovative approach prevent retinal degeneration select pathological condition restore vision patient suffer low vision blindness,Life Sciences,0.261,Longevity,0.256,Genomics,0.226,Deep Tech,0.208,DeFi,0.2
24463,Agrieye,provide advice quality quantity fertilizer nutrition plant protection chemical need grow crop efficiently subscription base support farmer growth cycle help safe soil subscriber deliver free drone equip multispectral camera amass datum field drone highly automate launched toss air hardware opensource datum processing software proprietary available web portal key affordable family farm tool operate land precisely high efficiency low risk accurate prediction,Connected Home,0.36,GreenTech,0.338,Carbon Removal,0.337,FamilyTech,0.337,Web3,0.336
21673,Agrikaab,mission drive agrifood tech startup enable investment agriculture mission create new generation farmer contribute food security region create job want agriculture industry efficient prosperous technology agriculture account country economy investment improvement sector profound impact live people local economy,Food & Beverage,0.461,Economic Empowerment,0.455,Social Impact,0.397,Sharing Economy,0.337,Infrastructure Tech,0.336
22490,Agro-Intelligence,company found founder ceo goal company transform new agricultural knowledge product technology platform directly field company main focus develop new intelligent solution sensor automation agri plant industry company take advantage great potential exist area precision farming automation work sustainable effective solution participate lift agriculture standard trend industry direct intelligent machine oppose conventional machine market develop automation intelligent solution distributor machinery producer interest new technology market,Industrial Tech,0.51,Industrial IoT,0.466,Automation,0.466,Sales & CRM,0.458,Connected Life,0.422
13201,Talea,goal achieve high quality life involve care people need care relative carer able free worry stress guilt interaction coordination improve addition commit make communication payer physician pharmacy easy,Happiness & Wellbeing,0.453,Healthcare,0.41,Beauty,0.312,Sport & Wellness,0.299,Health Tech,0.288
211,HouseTrip,large holiday rental website property choose destination worldwide make easy guest homeowner find book list holiday rental property securely online found husband wife team go live see book office recently receive series c funding lead exist investor,Sharing Economy,0.411,Travel,0.393,PropTech,0.36,DeFi,0.319,Death Tech,0.299
23729,Ahandyhand,large peer peer service provider offer platform allow user provider offer time skill complete task user client community network unable website strive dominant meeting point people need job person skill time job basic idea prefer meeting point practical task solution home systematize categorize market aim establish central peer peer p2p network platform delivery help assistance task client capable provider work advanced search engine quickly deliver qualification relevant provider interested client search base postal code main category child adolescence mobile device etc search result description provider possibly feedback particular provider previously,Network Infrastructure,0.48,Telecoms,0.431,Sales & CRM,0.431,Mobile,0.415,Social Networks,0.395
415,Big-Health,digital therapeutic company operate digital healthcare portal offer fully automate highly personalize digital therapeutic behavioral program mental health issue portal offer online personalized medicine care prepare sleep improvement program consultation medical professional enable individual overcome sleep relate disorder efficient manner,Health Tech,0.541,Healthcare,0.499,MedTech,0.401,Happiness & Wellbeing,0.383,Future of Work,0.377
226,BioXell,found spinout lead biomedical research institute create focused chronic inflammatory disease autoimmunity idea create originate founder director -based research institute follow scientific career path take hoffmann la research unit dr . ceo approach challenging project spin invest,Healthcare,0.347,Health Tech,0.32,Sharing Economy,0.304,Life Sciences,0.294,DeFi,0.288
109,Hutch,entirely focused make good action pack visually stunning racing game play enjoy head office grow team design build free play game service instinctive aspirational idea stock good bad wide group game communitie digital experience time game iterate mould sculpt feedback player use player datum assist creativity replace strive improve incredibly tough theirselve meeting value encourage constant team learn vital way well game expect share team good empower team solve problem manage time idea free flow execution challenge like team small simple lastly think ies curious nature ask thing work thing well make work fun place,Design,0.382,Developer Tools,0.375,Gaming,0.372,Productivity,0.366,Future of Work,0.356
1256,Predina-Tech,predict risk vehicle accident give location time insurance safety purpose analyze historical crash factor street intersection weather condition time,Transportation,0.298,InfoSec,0.287,Location Services,0.282,Autonomous Driving,0.263,Automotive,0.263
12,BitPay,provide enterprise grade bitcoin payment solution business organization offer restful bitcoin paymet gateway native payment protocol support sign payment request direct payment communication support solution provide bitcoin wallet solution hardware security integration allow user hardware level protection include private key generation transaction sign private key strategic processing relationship inc . found headquarter,Payments,0.597,Cybersecurity,0.446,E-commerce,0.445,Crypto,0.439,DeFi,0.434
23074,Ahum,found leg psychologist art director engineer fredrik run psychology reception psychology year practice psychologist notice people seek psychologist feel choice therapist market unregulate difficult client find right therapy form right therapist person seek support sensitive situation times energy knowledge find suitable therapist public sector remit specialist think somatic care lack mental heavily stress healthcare sector people mild moderate mental health chair fall,Happiness & Wellbeing,0.394,Healthcare,0.359,Health Tech,0.299,Psychedelics,0.285,Sport & Wellness,0.275
1826,BlockFrauds,blockfraud develop big datum management software simplify workflow build business resilience platform utilize machine learning offer workflow automation single touchpoint datum ecosystem automate data collection personalize datum insight company found headquarter,Business Intelligence,0.507,Productivity,0.448,Data Management,0.42,Sales & CRM,0.403,Industrial IoT,0.389
22401,AiBA,aiba ai powered moderator tool identify detect real time detection fake profile groom toxicity evaluate massive amount content accurately preselect conversation need investigate ​by moderator aiba establish headquarter,Creator Economy,0.313,Extremism,0.305,RegTech,0.305,InfoSec,0.269,Disinformation,0.268
25040,Aibel,provide engineering procurement construction service oil gas renewable energy industry worldwide service focus concept study feed fabrication installation system completion maintenance operational support decommission,Circular Economy,0.375,Supply Chains,0.357,Procurement,0.344,Energy Distribution,0.326,GreenTech,0.321
1693,Blokur,startup company build blockchain base platform management monetization creative right mission complete potential internet creator blockchain base platform help musician music company pay ensure right accurately represent,Creator Economy,0.455,Web3,0.404,Sharing Economy,0.403,Blockchain,0.4,DeFi,0.399
6163,BONESUPPORT,medical technology company dedicate development injectable osteoconductive biomaterial treatment fragility fracture cause osteoporosis bone voids gap cause trauma disease relate surgical procedure company mission restore health enhance quality life patient bone disorder found headquarter,Healthcare,0.453,MedTech,0.44,Health Tech,0.378,Beauty,0.319,Longevity,0.298
107,Blue-Bottle-Coffee,coffee roaster retailer platform deliver coffee subscription doorstep nationwide passionate team world unite simple purpose get great coffee ask cafe home blue bottle headquarter retail business operation,Retail,0.338,Circular Economy,0.33,Creator Economy,0.314,Sales & CRM,0.309,Sharing Economy,0.303
84,bonify,base enable customer benefit credit scoring financial datum company give customer free easy access credit score let upload additional relevant datum offer tool personalized recommendation help optimize customer financial situation found key executive bonify receive significant funding internationally lead vcs successful entrepreneur,Sales & CRM,0.452,Business Intelligence,0.412,Economic Empowerment,0.393,FinTech,0.392,DeFi,0.381
287,incident.io,-integrate incident management tool announce manage resolve incident single channel company provide workplace management software allow announce incident consistent format help organization communicate well outage platform offer default solution incident include create communication channel team discussion send update customer assign user play specific role draw virtual war room run incident directly encode automate key workflow found headquarter,Productivity,0.447,Sales & CRM,0.398,InfoSec,0.383,Communications,0.379,Future of Work,0.371
24445,Aibidia,engage digital transfer pricing management cloud base platform enable shift focus document creation datum entry global value creation insight establish team compose multinational team tax lawyer economist data scientist software developer,Future of Work,0.458,Data Management,0.452,Sales & CRM,0.424,DeFi,0.412,Web3,0.405
25277,Aico,accurate control financial closing intelligent automation account financial manual request manual payment provide deep real time integration multiple system time give unmatched visibility ability standardize financial close group company feature module completely connect allow rethink finance accounting process ignore system limitation workaround frustrate,Sales & CRM,0.472,Automation,0.462,Productivity,0.437,Business Intelligence,0.425,Industrial IoT,0.421
59,BrightHire,brighthire develop performance optimization technology recruiting team platform unlock hidden value candidate conversation help team fill role fast improve recruiter success capture candidate intelligence,Human Resources,0.402,Sales & CRM,0.367,Productivity,0.361,InfoSec,0.329,Future of Work,0.317
4656,Brainomix,launch spin develop award win -powere image biomarker assist physician world well life save decision seminal product e stroke collection tool use state art algorithm support doctor provide real time interpretation brain scan help guide treatment transfer decision stroke patient allow patient right treatment right place right time,MedTech,0.437,Health Tech,0.404,Business Intelligence,0.37,Healthcare,0.354,Computer Vision,0.331
6,People.ai,artificial intelligence platform enterprise revenue help sale marketing customer success team uncover revenue opportunity customer capture customer contact activity engagement drive actionable insight revenue team empower sale leader effective manage team grow revenue give complete picture sale activity leverage deliver sale performance analytic personalize coach -on- feedback pipeline review platform identify target buying group give marketer clear visualization sale speak campaign successful opportunity information marketer able build deal model order well target marketing effort well campaign roi customer success service team use ensure engage right people customer hand importantly post sale team constantly look align effort activity right opportunity customer track true cost support customer,Sales & CRM,0.627,MarTech,0.454,Business Intelligence,0.439,LegalTech,0.366,Productivity,0.365
21858,Aid-One,start aim provide knowledge guidance act emergency situation face unconscious victim aid rocket science gain confidence save live right tool believe develop tool,InfoSec,0.36,Defense,0.296,RegTech,0.261,Happiness & Wellbeing,0.259,LegalTech,0.252
325,LaserComm,found company line business include provide telephone voice datum communication service privately hold company company develop technology establish foundation new breed photonic component module fiber optic network base core competence aim break new ground field dispersion management company develop product specifically design increase bandwidth improve reliability reduce cost service provide long haul ultra long haul carrier,Telecoms,0.512,Network Infrastructure,0.453,Sales & CRM,0.444,Circular Economy,0.416,Physical Storage,0.393
25545,AI-Medical-Technology,offer health care solution service include power diagnostic solution offer dermalyser undergo clinical validation decision support tool diagnosis skin cancer,Healthcare,0.373,Health Tech,0.37,Beauty,0.357,MedTech,0.342,Happiness & Wellbeing,0.259
25468,AirForestry,build forestry future thin forest completely new way air innovative thinning reduce carbon dioxide emission forestry work increase forest ability sequester carbon freeling forest land currently forestry access road create well forest contribute sustainable society economically environmentally socially sustainable society main goal main driving force,Carbon Removal,0.508,Climate & Clean Tech,0.505,Infrastructure Tech,0.411,GreenTech,0.381,Carbon Capture,0.378
8416,CrowdJustice,allow community band access court protect communal asset local hospital share value human right page optimize collect pledge possible raise fund kind legal action,LegalTech,0.23,Psychedelics,0.222,Social Impact,0.218,Death Tech,0.214,Sharing Economy,0.195
23902,Airkit,customer engagement platform enable brand build digital customer experience fast allow customer abstract away frontend development prebuilt component template web mobile voice chat create brand component asset library flow customer datum core system -powere experience apis integration measure optimize experience build app analytic report user engagement platform provide debugging tooling help ship app enable developer test operation datum flow stage environment app tracing allow preview app different resolution device frame,Business Intelligence,0.48,Developer Tools,0.466,Sales & CRM,0.46,Communications,0.437,Creator Economy,0.409
6661,BullionVault,p2p platform buying sell physical securely low cost hold worth client asset bullion keep approve vault good delivery system good delivery bullion bar produce approve refiner know history easily sell world professional gold dealing happen good delivery rule member gold investment product client gold directly property jurisdiction gold store client choose store gold internal market allow client trade holding unit small single gram client choose place large order oz professional market run trading bot ensure liquidity quote -way price exchange gold industry key market development body join internet technology fund back -listed make m investment business make rare disruptive start willingly embrace establish industry exchange technology stack run entirely open source component say imagine try build company proprietary software see startup die negotiate support contract pick open solution reliable need support company found base office,DeFi,0.516,InsurTech,0.454,Sales & CRM,0.444,Procurement,0.439,Payments,0.422
518,Kaggle,world large community datum scientist compete solve complex datum science problem late varied application machine learning provide cut edge business result company size especially sector company track record solve real world problem array industry include life sciences financial service aviation information technology retail,Business Intelligence,0.461,Hardware,0.451,Industrial IoT,0.419,Manufacturing,0.409,Industrial Tech,0.407
2098,Gnergy,gnergy provide building owner manager advice software well understand continuously improve energy efficiency building build proprietary software technology assess improve energy efficiency building software analyse building fabric occupancy usage provide depth analysis energy co2 emission cost,Energy Efficiency,0.554,GreenTech,0.431,Developer Tools,0.414,Business Intelligence,0.37,PropTech,0.344
24136,Airstone,develop specialized offer customer company develop proprietary networking fabric call provide significant price performance advantage exist datacenter networking fabric offer low latency high bandwidth node market,Network Infrastructure,0.528,Data Infrastructure,0.486,Edge Computing,0.431,Data Centers,0.406,Telecoms,0.404
550,JuiceBox-Games,base found simple vision building games love mission embrace gamer build truly immersive deep experience keep interface simple founding belief great game great team great team well passionate people empower product love draw inspiration card base game blood soak world depict player cadre hero travel world look conquer territory defeat cadre character asynchronous multi player aspect game player challenge,Gaming,0.506,Design,0.393,Entertainment,0.369,Metaverse,0.364,AR/MR/VR,0.353
1306,Capitall,new age fintech platform change investment happen invest verify brand grow wealth high return simply pick brand platform review financial tool invest invest money lend brand begin pay return it- source passive income great return allow exit investment sell secondary marketplace leverage blockchain platform safe secure transparent,DeFi,0.592,FinTech,0.516,Crypto,0.475,Payments,0.436,Economic Empowerment,0.422
22581,Airtame,airtame create simple smart engage share screen experience offer subscription base solution hybrid conference screen share digital signage effortlessly share personal device screen wall student classroom team member hybrid meeting,Communications,0.382,Creator Economy,0.366,Sharing Economy,0.312,Entertainment,0.3,AdTech,0.293
23325,Airzyme,develop novel enzyme act biocatalyst accelerate co2 absorption reduce energy consumption post combustion ccus conjunction exist technology improve performance make process sustainable affordable energy efficient,Carbon Capture,0.477,Climate & Clean Tech,0.442,Carbon Removal,0.417,GreenTech,0.338,Energy Efficiency,0.314
21737,Aito-Technologies,world leader mobile operator provide well understand management entire customer life cycle helping identify key relationship context business driver customer segment network service device customer life cycle,Telecoms,0.404,Mobile,0.352,Sales & CRM,0.329,5G Networks,0.319,Logistics,0.3
2871,Plaxica,technology licensing company focus production generation biopolymer platform chemical renewable resource found base,Circular Economy,0.35,Climate & Clean Tech,0.349,Carbon Removal,0.335,Chemicals,0.324,Energy Generation,0.282
475,King.com,interactive entertainment company mobile world people world play game title language game include farm hero saga company average user web social mobile platform casual game broad appeal easy learn challenge master allow people play moment pick game later game synchronize platform allow player switch seamlessly device platform continue game leave play time device make game available free player purchase virtual item price relative entertainment value provide company embed social feature game improve player experience game studio office found,Gaming,0.649,Mobile,0.485,Esports,0.462,Social Networks,0.447,Entertainment,0.443
13500,vr-on,virtual reality technology develop industry expert experience enterprise setting aim democratize use virtual reality application stage cloud offer end end cloud solution enterprise vr application multi user,AR/MR/VR,0.52,Metaverse,0.469,Cloud Computing,0.45,Cloud Ops,0.431,Entertainment,0.42
21718,Aivero,help human brilliant automation offer robotic service simplifie 3d machine vision base automation solution power proprietary 3d depth compression streaming software enable 3d perception application run natively cloud smooth automation accessible affordable easy use,Industrial Tech,0.493,Productivity,0.488,Robotics,0.464,Automation,0.463,Autonomous Driving,0.422
5036,Super-Seguros,insurance company develop radical insurance product company automate assessment technology allow user buy policy cover found headquarter,InsurTech,0.588,Sales & CRM,0.39,Supply Chains,0.356,RegTech,0.341,Industrial IoT,0.319
520,"Centrify-(now-Delinea,-Inc.)",merge thycotic combined company rebrande redefine security legacy static perimeter base approach protect scatter connection boundaryless hybrid enterprise industry recognize leader -as service provide single platform secure user access app infrastructure power identity service age access enable customer include fortune defend organization learn visit,Security,0.358,Cybersecurity,0.354,Circular Economy,0.35,Cloud Ops,0.327,InsurTech,0.326
222,Certess,electronic design automation company provide functional qualification product company create integrate complex design block intellectual property advanced functional verification team currently use combination technique gain visibility question verification quality constantly fall short ability truly qualify design verification engineer dedicated tool methodology verification quality improvement functional logic error remain large cause chip respin provide design verification engineer objective way evaluate improve completeness verification environment result short predictable process integrate design ensure high quality design company incorporate base acquire,Industrial Tech,0.51,Automation,0.491,Productivity,0.474,Hardware,0.454,Sales & CRM,0.444
23399,Akebia-Therapeutics,pharmaceutical company focus treatment ischemia improvement vascular disease engage clinical development compound treatment anemia ischemia relate disorder company offer hypertriglyceridemia osteoporosis product include prolyl hydroxylase enzyme phosphatase enzyme found base,Healthcare,0.339,Nutrition,0.322,Health Tech,0.298,Life Sciences,0.292,Beauty,0.279
40,Chord,commerce service software offer commerce business technology datum product help enhance business give cut edge headless commerce technology access meaningful -party datum unique offer scalable headless tech software pair sophisticated datum management insight governance tool commerce entrepreneur commerce entrepreneur found headquarter,Sales & CRM,0.492,Business Intelligence,0.437,Physical Storage,0.392,DeFi,0.391,LegalTech,0.368
24155,Akkurate,nimble independent startup company team broad experience battery production chain battery development lifecycle management bunch passionate professional attitude combine international self confidence work ethic battery technology advance new application know solution provide predictability enable care valuable investment,Energy Storage,0.484,Circular Economy,0.378,Electrification,0.357,GreenTech,0.288,Sharing Economy,0.284
24496,Akokono-House,supplier nutritious food provide product include protein palm larvae nutritious customer inquiry address phone email online application,Nutrition,0.333,Food & Beverage,0.297,Circular Economy,0.24,Physical Storage,0.176,Gut Microbiome,0.174
25327,Aktivbo,aktivbo datum drive knowledge base platform base company provide real estate company comprehensive support improve customer centric efficiency profitability provide real estate company support survey datum collection customer centric improvement create datum collection datum drive analytic actionable insight manage property company operation,Business Intelligence,0.464,Data Storage,0.403,Sales & CRM,0.385,Data Management,0.373,Physical Storage,0.371
21763,Albacross,albacross offer platform increase lead generation advertising efficiency allow send personalized display advertising target organization web able achieve unmatched accuracy maximize return market investment give powerful tool acquire key account,AdTech,0.518,Sales & CRM,0.437,MarTech,0.424,Cybersecurity,0.381,Business Intelligence,0.365
24298,Alba-Therapeutics,privately hold clinical stage biopharmaceutical company focus discovery development commercialization pharmaceutical product treat autoimmune inflammatory disease base environment aberrant immune response barrier dysfunction require autoimmunity alba technology base modify disease state epithelial permeability compound impact regulation tight junction cell barrier body potential application celiac disease asthma copd acute lung injury,Life Sciences,0.366,Nutrition,0.341,Healthcare,0.327,Gut Microbiome,0.325,Genomics,0.294
131,Citymapper,citymapper transport app city use power mobile open transport datum help human survive master citymapper create address urban mobility challenge citymapper employ method generate accurate mobility datum worldwide intend human real time multimodal city enhance real world search choice,Mobility,0.489,Transportation,0.457,Infrastructure Tech,0.398,Location Services,0.393,Mobile,0.362
22810,Alertix,found goal company commercialize discovery veterinary medical biotech research particular concern new powerful method measure presence enzyme thymidine kinase tk serum animal important veterinary medicine tk biomarker tumor growth cell turnover substance detect serum patient clinical symptom mean assay valuable tool early diagnosis cancer disease previously establish method detect tk method immunochemical routine method successfully detect serum tk patient solid tumor,Life Sciences,0.372,MedTech,0.314,Genomics,0.258,Health Tech,0.253,Healthcare,0.25
3583,Clarity-AI,clarity sustainability technology platform use machine learn big datum deliver environmental social insight investor organization clarity platform analyze company fund country local government deliver data analytic invest corporate research report clarity office clarity client network manage asset management,Social Impact,0.457,GreenTech,0.419,Physical Storage,0.413,Infrastructure Tech,0.41,Circular Economy,0.408
331,CipherCloud,cloud security company provide platform deliver datum protection compliance control enable organization securely adopt cloud application overcome datum privacy residency security regulatory compliance risk deliver open platform comprehensive security control include -bit encryption tokenization datum loss prevention malware detection visibility tool groundbreake technology protect sensitive information real time send cloud preserve application usability functionality -headquartered company establish,InfoSec,0.559,Cybersecurity,0.543,Cloud Ops,0.526,Cloud Computing,0.512,Security,0.497
4629,Pollen---Social-Platform,global publishing platform allow user interact friend fan photo video microblog place upload thought share mtise engagement aesthetic,Creator Economy,0.561,Social Networks,0.513,Gaming,0.375,Media,0.343,Metaverse,0.341
24979,AlexisHR,alexishr provide hr platform save business time allow well decision ultimately create well workplace modern simple solution integrate functionality enable datum drive management onboarde offboarde time report employee review integration,Productivity,0.534,Business Intelligence,0.465,Sales & CRM,0.445,Human Resources,0.426,Future of Work,0.387
23543,Algiecel,neutrality carbon capture service microalgae cultivation easily scalable modular photobioreactor transform co2 emission lead light microalgae biomass company develop plug play photobioreactor stack pack fitting standard shipping container reactor easily installable require little technical know small mid size industrial client design novel business model transform cost challenge co2 removal profitable business opportunity entire value chain revenue share microalgae biomass carbon credit sale ´ primary target market application photobioreactor biogas fermentation sector fast grow industry site small large power x project reduce co2 emission aspire help solve co2 challenge modular carbon capture technology revenue sharing business model,Circular Economy,0.522,Carbon Removal,0.513,Carbon Capture,0.471,GreenTech,0.466,Climate & Clean Tech,0.465
2996,GoSquared,gosquare platform business understand communicate customer gosquare combine analytic live chat marketing automation seamless platform company mission help business convert visitor customer,Communications,0.409,Sales & CRM,0.404,Business Intelligence,0.34,Future of Work,0.336,MarTech,0.323
22534,Alight,operate solar energy development consult company support switch clean energy major enterprise company offer solar power purchase agreement business combine knowledge experience green technology establish stockholm lan,GreenTech,0.436,Energy Distribution,0.432,Energy Generation,0.425,Energy Efficiency,0.393,Telecoms,0.39
23439,Aligos-Therapeutics,clinical stage biopharmaceutical company found mission world leader treatment viral infection liver disease focus development target antiviral therapy chronic hepatitis b coronaviruse leverage expertise liver disease create target therapeutic nonalcoholic steatohepatitis nash strategy harness deep expertise drug development experience workforce liver disease particularly viral hepatitis rapidly advance pipeline potentially good class molecule,Life Sciences,0.365,Healthcare,0.35,Health Tech,0.304,Deep Tech,0.299,Genomics,0.279
17766,Kepler-Energy,establish exploit exclusive licence internationally patent generation tidal turbine develop senior academic initial work focus establish performance characteristic rotor prototype scale finance initially time detailed instrumentation stress measurement finance company shareholder subsequent work involve develop design scale turbine combine tidal fence undertake supply chain partner leader offshore tidal energy arena direct economic competitor provide access tidal stream resource generation turbine economic represent disruptive technology positively impact economic power production predictable source sustainable energy turbine different market large scaleable intrinsically powerful patent optimise open new resource low tidal stream velocity flow commonly find current strength coastal water globe rotor deploy standardised unit tidal fence arrangement key advantage generate revenue incrementally construction phase provide certainty realise expected equity return,Energy Generation,0.46,DeFi,0.43,Energy Storage,0.394,Energy Efficiency,0.371,GreenTech,0.363
414,Coalition,coalition company combine comprehensive insurance proactive cybersecurity tool help business manage mitigate cyber risk back lead global insurer coalition offer insurance product security product organization globally provide automate security alert threat intelligence expert guidance cybersecurity tool help business remain resilient face cyber attack headquarter coalition distribute company global workforce collaborate digitally office hubs globe,InsurTech,0.559,Cybersecurity,0.519,InfoSec,0.515,Sales & CRM,0.481,Security,0.474
23193,Aline---Learn-Better,back angel education platform professional continuously learn building skill little validation integrate exist learn source online course article podcast place prove knowledge learner profile help organisation enhance learn culture provide real time overview interest knowledge progress allow organisation employee learn learn well learn social learn platform,EdTech,0.413,Happiness & Wellbeing,0.376,Human Resources,0.375,Future of Work,0.367,InfoSec,0.315
116,Clinkle,clinkle goal modernize way people transact create generation payment platform change way people pay thing base company planning introduce mobile wallet -to- transaction,Circular Economy,0.382,Payments,0.379,Sharing Economy,0.358,DeFi,0.35,E-commerce,0.348
10773,Suki,ai powered voice enable digital assistant doctor design help healthcare organization administrative task help physician dictate note retrieve info work ehr company found headquarter,Health Tech,0.537,Healthcare,0.421,MedTech,0.407,Automation,0.387,Productivity,0.346
23511,Alios-BioPharma,discover develop novel therapeutic agent base platform technology include small molecule activator innate immunity antiviral pathway activation phosphate protect nucleotide prodrug chemistry glycoprotein engineering interferon glycoferonã¢ complementary group platform technology potential generate number distinct therapeutic product treat variety viral infection chronic hepatitis b c hiv infection respiratory virus e.g. pandemic influenza emerge viral disease e.g. sar,Health Tech,0.301,Life Sciences,0.291,MedTech,0.274,Deep Tech,0.267,Web3,0.254
517,Codecademy,codecademy free web mobile base platform teach employable digital skill user worldwide platform learner discover concept python apis actually build thing get constant feedback peer codecademy entirely new networked approach learn interact student globe build amazing project,EdTech,0.519,Developer Tools,0.435,Future of Work,0.433,Design,0.41,Communications,0.38
23759,Alkalon,company focus develop commercialize medicated chew gum formulation company portfolio nicotine gum approve smoking cessation smoking reduction product commercialise license supply agreement lead otc company market distribute brand major market company pende registration perform r&d work co development agreement world large company,DeFi,0.355,RegTech,0.35,Healthcare,0.346,Beauty,0.333,LegalTech,0.326
146,Collibra,collibra deliver end end platform accelerate digital business transformation collibra accelerate trust business outcome connect right datum insight algorithm company platform break traditional datum silo open organizational datum provide trustworthy business intelligence enable user find datum need collaborate easily understand meaning found headquarter,Business Intelligence,0.453,Sales & CRM,0.37,DeFi,0.368,Data Management,0.363,Data Centers,0.345
354,Confluent,confluent offer streaming platform base enable company easily access datum real time stream company platform offer open source technology act real time fault tolerant highly scalable message system enable company datum isolate system real time datum pipeline act immediately,Big Data,0.405,Data Infrastructure,0.4,Business Intelligence,0.372,Data Storage,0.368,Communications,0.356
23292,All-Aboard,explore train travel give chance explore place journey destination book place recommend route base expert trip adjust need book ticket sustainable travel choice look planet travel train reduce carbon footprint help cut global emission win win,Climate & Clean Tech,0.5,Transportation,0.478,Infrastructure Tech,0.468,Travel,0.459,GreenTech,0.44
25636,All-Ears,ear telemarketing company create job visually impair people help employ people visual impairment implement advise fundraising campaign ngo patient association political organization,Healthcare,0.323,Health Tech,0.312,Future of Work,0.302,Psychedelics,0.294,Beauty,0.26
2640,Plyable,plyable -of kind solution lateste machine learn technology create proprietary software automate design manufacture composite tooling,Manufacturing,0.446,Industrial Tech,0.394,3D Printing,0.394,Productivity,0.376,Materials,0.364
6926,GrandNanny,childcare service use childcare bring generation close connect neighbor look rewarding time work local family need school care dbs check -aid training payroll provide company,FamilyTech,0.541,Connected Home,0.366,FemTech,0.361,Sales & CRM,0.358,Healthcare,0.327
344,Cowboy,e bike company create innovative electric bike city rider transform bike mobility industry point sale point service mission empower rider map path path city live mindful movement benefit electric bike simple gear + button adjust motor power company believe ride bike simple hopping saddle put peddle,Sharing Economy,0.515,Mobility,0.454,Electrification,0.411,Transportation,0.361,Sales & CRM,0.335
22388,Alligator-Bioscience,innovative research base biotech company focus develop novel drug immunotherapy cancer discover develop drug development candidate phase iia clinical study pipeline currently count immune modulating project adc-1013 use proprietary technology platform unique fully human antibody library find ® powerful vitro base antibody optimization technology grow pipeline,Life Sciences,0.426,Genomics,0.318,Health Tech,0.318,MedTech,0.313,Deep Tech,0.303
316,Criteo,found small group great mind start incubator global leader commerce marketing driving growth machine learn technology datum performance scale measurable roi client ingenuity spirit employee worldwide,Sales & CRM,0.409,Circular Economy,0.341,Sharing Economy,0.34,Retail,0.318,MarTech,0.313
134,Crowdpac,crowdpac crowdfunding platform design politic help candidate organization ordinary citizen fund change want use good technology objective datum boost political participation help citizen vote understand candidate ballot fund political change crowdfunde tool helping run office raise money mobilize support independent big donor special interest found headquarter,DeFi,0.362,Economic Empowerment,0.359,Creator Economy,0.337,Social Impact,0.315,Web3,0.303
